47,select * from fDocFunctionParams(&&&)
2019-02-04 00:05:00,2
2019-02-04 00:38:00,1
2019-02-04 00:39:00,1
2019-02-04 01:01:00,1
2019-02-04 01:11:00,2
2019-02-04 01:26:00,1
2019-02-04 01:31:00,1
2019-02-04 01:37:00,2
2019-02-04 01:39:00,1
2019-02-04 01:42:00,1
2019-02-04 02:06:00,1
2019-02-04 03:09:00,1
2019-02-04 06:24:00,1
2019-02-04 06:25:00,2
2019-02-04 06:47:00,1
2019-02-04 09:02:00,1
2019-02-04 10:10:00,1
2019-02-04 14:11:00,1
2019-02-04 14:14:00,1
2019-02-04 14:22:00,1
2019-02-04 14:25:00,1
2019-02-04 14:56:00,1
2019-02-04 15:07:00,1
2019-02-04 15:13:00,1
2019-02-04 15:14:00,1
2019-02-04 15:17:00,1
2019-02-04 15:48:00,1
2019-02-04 17:10:00,1
2019-02-04 17:13:00,1
2019-02-04 17:21:00,1
2019-02-04 17:35:00,1
2019-02-04 18:17:00,1
2019-02-04 18:23:00,2
2019-02-04 18:28:00,1
2019-02-04 19:34:00,1
2019-02-04 20:16:00,1
2019-02-04 20:43:00,1
2019-02-04 20:59:00,2
2019-02-04 21:22:00,1
2019-02-04 21:50:00,1
2019-02-04 22:46:00,1
