3,"SELECT TOP #  s.plate,s.mjd,s.fiberid,s.z,s.zErr,s.zWarning,s.class,p.run,p.rerun,p.camCol,p.field,p.obj,cast(str(p.ra,#,#) as float) as ra,cast(str(p.[dec],#,#) as float) as dec,p.r  FROM ..SpecObj as s  JOIN ..PhotoObj AS p ON s.bestObjID = p.objID  WHERE s.z > # AND (s.class = &&&) AND s.z < # AND s.zWarning = # AND ( p.type = # OR p.type = #)"
2019-02-04 09:20:00,1
2019-02-04 09:22:00,1
2019-02-04 09:23:00,1
