49,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-02-04 01:02:00,3
2019-02-04 16:27:00,1
2019-02-04 16:45:00,3
2019-02-04 17:08:00,2
2019-02-04 23:06:00,2
2019-02-04 23:07:00,1
2019-02-04 23:08:00,1
2019-02-04 23:09:00,2
2019-02-04 23:10:00,1
2019-02-04 23:11:00,1
2019-02-04 23:12:00,2
2019-02-04 23:13:00,2
2019-02-04 23:15:00,1
2019-02-04 23:17:00,3
2019-02-04 23:20:00,1
2019-02-04 23:21:00,2
2019-02-04 23:22:00,3
2019-02-04 23:23:00,1
2019-02-04 23:25:00,4
2019-02-04 23:26:00,2
2019-02-04 23:27:00,1
2019-02-04 23:28:00,2
2019-02-04 23:29:00,2
2019-02-04 23:30:00,2
2019-02-04 23:31:00,1
2019-02-04 23:32:00,2
2019-02-04 23:35:00,1
