3318,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-02-04 03:49:00,1
2019-02-04 03:54:00,1
2019-02-04 03:57:00,1
2019-02-04 04:29:00,9
2019-02-04 04:33:00,38
2019-02-04 04:35:00,72
2019-02-04 04:37:00,129
2019-02-04 04:38:00,193
2019-02-04 04:39:00,214
2019-02-04 04:40:00,202
2019-02-04 04:41:00,213
2019-02-04 04:42:00,230
2019-02-04 04:43:00,142
2019-02-04 04:44:00,142
2019-02-04 04:45:00,215
2019-02-04 04:46:00,220
2019-02-04 04:47:00,190
2019-02-04 04:48:00,184
2019-02-04 04:49:00,197
2019-02-04 04:50:00,187
2019-02-04 04:51:00,202
2019-02-04 04:52:00,173
2019-02-04 04:53:00,88
2019-02-04 05:11:00,9
2019-02-04 07:12:00,1
2019-02-04 07:13:00,1
2019-02-04 07:24:00,1
2019-02-04 07:27:00,9
2019-02-04 07:28:00,1
2019-02-04 07:31:00,1
2019-02-04 07:39:00,1
2019-02-04 07:41:00,1
2019-02-04 07:44:00,1
2019-02-04 07:46:00,1
2019-02-04 07:49:00,1
2019-02-04 07:51:00,1
2019-02-04 07:53:00,1
2019-02-04 07:55:00,1
2019-02-04 08:23:00,9
2019-02-04 10:31:00,1
2019-02-04 10:52:00,1
2019-02-04 10:56:00,1
2019-02-04 10:58:00,1
2019-02-04 11:06:00,1
2019-02-04 11:11:00,1
2019-02-04 12:07:00,3
2019-02-04 12:08:00,6
2019-02-04 12:57:00,1
2019-02-04 13:30:00,9
2019-02-04 13:56:00,1
2019-02-04 14:46:00,1
2019-02-04 14:57:00,1
2019-02-04 15:57:00,1
2019-02-04 16:11:00,1
2019-02-04 16:57:00,1
2019-02-04 17:18:00,1
2019-02-04 17:31:00,1
2019-02-04 17:57:00,1
2019-02-04 18:57:00,1
