69,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec># and p.dec<# and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-02-04 02:04:00,3
2019-02-04 02:09:00,1
2019-02-04 02:18:00,3
2019-02-04 02:19:00,2
2019-02-04 02:22:00,1
2019-02-04 02:23:00,2
2019-02-04 02:24:00,1
2019-02-04 02:26:00,2
2019-02-04 02:27:00,1
2019-02-04 02:28:00,1
2019-02-04 02:29:00,1
2019-02-04 02:34:00,1
2019-02-04 20:55:00,1
2019-02-04 21:09:00,1
2019-02-04 21:11:00,1
2019-02-04 21:14:00,1
2019-02-04 21:17:00,1
2019-02-04 21:18:00,1
2019-02-04 21:51:00,2
2019-02-04 21:52:00,5
2019-02-04 21:53:00,4
2019-02-04 21:54:00,3
2019-02-04 21:55:00,2
2019-02-04 21:56:00,5
2019-02-04 21:57:00,4
2019-02-04 21:58:00,3
2019-02-04 22:01:00,1
2019-02-04 22:02:00,5
2019-02-04 22:03:00,3
2019-02-04 22:04:00,2
2019-02-04 22:05:00,3
2019-02-04 22:06:00,2
