2,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec>#e # and p.dec<#e # and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-02-04 22:04:00,1
2019-02-04 22:06:00,1
