45,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-03-25 01:55:00,1
2019-03-25 02:08:00,1
2019-03-25 02:36:00,1
2019-03-25 02:37:00,1
2019-03-25 02:38:00,1
2019-03-25 02:48:00,1
2019-03-25 02:49:00,2
2019-03-25 02:50:00,1
2019-03-25 02:53:00,1
2019-03-25 02:57:00,3
2019-03-25 02:58:00,1
2019-03-25 06:20:00,1
2019-03-25 11:13:00,1
2019-03-25 11:47:00,1
2019-03-25 15:16:00,1
2019-03-25 15:18:00,1
2019-03-25 15:26:00,1
2019-03-25 15:29:00,10
2019-03-25 15:57:00,1
2019-03-25 16:07:00,1
2019-03-25 17:51:00,1
2019-03-25 20:15:00,2
2019-03-25 20:16:00,1
2019-03-25 21:39:00,3
2019-03-25 22:39:00,2
2019-03-25 22:40:00,2
2019-03-25 23:13:00,1
2019-03-25 23:53:00,1
