265,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-03-25 05:16:00,2
2019-03-25 05:17:00,1
2019-03-25 05:24:00,1
2019-03-25 05:25:00,1
2019-03-25 05:32:00,1
2019-03-25 07:50:00,1
2019-03-25 07:52:00,2
2019-03-25 08:18:00,1
2019-03-25 08:34:00,1
2019-03-25 10:38:00,1
2019-03-25 10:39:00,1
2019-03-25 11:06:00,1
2019-03-25 11:07:00,1
2019-03-25 11:08:00,2
2019-03-25 11:23:00,1
2019-03-25 11:24:00,2
2019-03-25 11:25:00,3
2019-03-25 11:26:00,1
2019-03-25 12:01:00,2
2019-03-25 12:58:00,1
2019-03-25 13:00:00,1
2019-03-25 13:02:00,1
2019-03-25 13:04:00,3
2019-03-25 13:05:00,1
2019-03-25 13:07:00,2
2019-03-25 13:15:00,1
2019-03-25 13:18:00,1
2019-03-25 13:19:00,1
2019-03-25 13:25:00,1
2019-03-25 13:38:00,1
2019-03-25 13:39:00,1
2019-03-25 15:02:00,1
2019-03-25 15:10:00,1
2019-03-25 15:14:00,2
2019-03-25 15:19:00,1
2019-03-25 17:13:00,1
2019-03-25 18:03:00,4
2019-03-25 18:04:00,9
2019-03-25 18:36:00,4
2019-03-25 18:37:00,11
2019-03-25 18:38:00,6
2019-03-25 18:50:00,11
2019-03-25 18:51:00,14
2019-03-25 19:09:00,1
2019-03-25 19:10:00,10
2019-03-25 19:11:00,10
2019-03-25 19:12:00,10
2019-03-25 19:13:00,12
2019-03-25 19:14:00,12
2019-03-25 19:15:00,13
2019-03-25 19:16:00,10
2019-03-25 19:25:00,1
2019-03-25 19:26:00,15
2019-03-25 19:27:00,14
2019-03-25 19:28:00,16
2019-03-25 19:29:00,14
2019-03-25 19:30:00,12
2019-03-25 19:31:00,9
