6,"select z, ra from SpecPhoto where class=GALAXY"
2019-03-25 00:14:00,1
2019-03-25 00:15:00,2
2019-03-25 00:17:00,1
2019-03-25 00:18:00,1
2019-03-25 00:20:00,1
