403,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-25 07:55:00,8
2019-03-25 08:00:00,7
2019-03-25 08:01:00,1
2019-03-25 08:03:00,1
2019-03-25 08:05:00,14
2019-03-25 08:06:00,1
2019-03-25 08:09:00,1
2019-03-25 08:10:00,11
2019-03-25 08:12:00,1
2019-03-25 08:15:00,1
2019-03-25 08:18:00,1
2019-03-25 08:25:00,1
2019-03-25 08:28:00,1
2019-03-25 08:32:00,1
2019-03-25 08:36:00,1
2019-03-25 08:39:00,1
2019-03-25 08:43:00,1
2019-03-25 08:45:00,1
2019-03-25 08:48:00,1
2019-03-25 08:51:00,1
2019-03-25 09:00:00,1
2019-03-25 09:15:00,5
2019-03-25 09:20:00,3
2019-03-25 09:50:00,1
2019-03-25 10:01:00,1
2019-03-25 11:01:00,1
2019-03-25 11:03:00,1
2019-03-25 11:05:00,13
2019-03-25 11:06:00,1
2019-03-25 11:09:00,1
2019-03-25 11:10:00,11
2019-03-25 11:12:00,1
2019-03-25 11:14:00,1
2019-03-25 11:15:00,1
2019-03-25 11:17:00,1
2019-03-25 11:20:00,2
2019-03-25 11:23:00,1
2019-03-25 11:31:00,1
2019-03-25 11:34:00,1
2019-03-25 11:38:00,1
2019-03-25 11:41:00,1
2019-03-25 11:44:00,1
2019-03-25 11:47:00,1
2019-03-25 12:05:00,5
2019-03-25 12:10:00,2
2019-03-25 12:25:00,1
2019-03-25 12:30:00,1
2019-03-25 12:34:00,1
2019-03-25 12:35:00,1
2019-03-25 12:40:00,1
2019-03-25 12:50:00,3
2019-03-25 13:01:00,1
2019-03-25 13:03:00,1
2019-03-25 14:01:00,1
2019-03-25 14:15:00,1
2019-03-25 15:01:00,1
2019-03-25 15:03:00,1
2019-03-25 15:15:00,1
2019-03-25 15:20:00,1
2019-03-25 16:01:00,1
2019-03-25 16:04:00,1
2019-03-25 16:05:00,6
2019-03-25 16:07:00,1
2019-03-25 16:10:00,4
2019-03-25 16:12:00,1
2019-03-25 16:15:00,5
2019-03-25 16:18:00,1
2019-03-25 16:20:00,4
2019-03-25 16:21:00,1
2019-03-25 16:25:00,1
2019-03-25 16:30:00,1
2019-03-25 16:37:00,1
2019-03-25 16:45:00,1
2019-03-25 16:50:00,1
2019-03-25 17:01:00,1
2019-03-25 17:04:00,1
2019-03-25 17:05:00,3
2019-03-25 17:06:00,1
2019-03-25 17:09:00,1
2019-03-25 17:12:00,1
2019-03-25 17:15:00,1
2019-03-25 17:20:00,1
2019-03-25 17:30:00,3
2019-03-25 17:35:00,3
2019-03-25 18:05:00,1
2019-03-25 18:08:00,1
2019-03-25 18:10:00,2
2019-03-25 18:11:00,1
2019-03-25 18:15:00,4
2019-03-25 18:20:00,4
2019-03-25 18:25:00,1
2019-03-25 19:05:00,13
2019-03-25 19:10:00,13
2019-03-25 19:20:00,1
2019-03-25 19:25:00,1
2019-03-25 19:40:00,1
2019-03-25 19:45:00,5
2019-03-25 19:50:00,5
2019-03-25 19:55:00,1
2019-03-25 19:59:00,1
2019-03-25 20:00:00,9
2019-03-25 20:03:00,1
2019-03-25 20:05:00,9
2019-03-25 20:06:00,1
2019-03-25 20:10:00,5
2019-03-25 20:13:00,1
2019-03-25 20:17:00,1
2019-03-25 20:25:00,1
2019-03-25 20:28:00,1
2019-03-25 20:30:00,19
2019-03-25 20:32:00,1
2019-03-25 20:35:00,26
2019-03-25 20:36:00,17
2019-03-25 21:45:00,3
2019-03-25 21:50:00,2
2019-03-25 22:00:00,1
2019-03-25 22:04:00,1
2019-03-25 22:05:00,22
2019-03-25 22:07:00,1
2019-03-25 22:10:00,28
2019-03-25 22:11:00,1
2019-03-25 22:14:00,1
2019-03-25 22:17:00,1
2019-03-25 22:22:00,1
2019-03-25 22:30:00,1
2019-03-25 22:33:00,1
2019-03-25 22:37:00,1
2019-03-25 22:40:00,1
2019-03-25 22:43:00,1
2019-03-25 22:45:00,1
2019-03-25 22:48:00,1
2019-03-25 22:51:00,1
2019-03-25 22:53:00,1
2019-03-25 22:56:00,1
2019-03-25 22:58:00,1
2019-03-25 23:01:00,1
2019-03-25 23:05:00,1
2019-03-25 23:08:00,1
2019-03-25 23:10:00,1
2019-03-25 23:13:00,1
2019-03-25 23:15:00,1
