16,"SELECT up_id, dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) as SpecobjId   FROM #upload WHERE dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-10-25 02:44:00,1
2019-10-25 07:38:00,1
2019-10-25 07:41:00,1
2019-10-25 07:43:00,1
2019-10-25 07:45:00,1
2019-10-25 07:50:00,1
2019-10-25 08:10:00,2
2019-10-25 08:25:00,1
2019-10-25 08:52:00,1
2019-10-25 09:12:00,1
2019-10-25 09:32:00,1
2019-10-25 09:51:00,1
2019-10-25 10:11:00,1
2019-10-25 11:32:00,1
2019-10-25 12:14:00,1
