73807,"select ObjID,ra,dec,dbo.fIAUFromEq(ra,dec) FROM PhotoObj WHERE ObjID=#"
2019-10-25 22:01:00,370
2019-10-25 22:02:00,380
2019-10-25 22:03:00,382
2019-10-25 22:04:00,406
2019-10-25 22:05:00,404
2019-10-25 22:06:00,398
2019-10-25 22:07:00,387
2019-10-25 22:08:00,408
2019-10-25 22:09:00,335
2019-10-25 22:10:00,401
2019-10-25 22:11:00,404
2019-10-25 22:12:00,363
2019-10-25 22:13:00,401
2019-10-25 22:14:00,401
2019-10-25 22:15:00,401
2019-10-25 22:16:00,397
2019-10-25 22:17:00,405
2019-10-25 22:18:00,383
2019-10-25 22:19:00,400
2019-10-25 22:20:00,401
2019-10-25 22:21:00,379
2019-10-25 22:22:00,267
2019-10-25 22:23:00,277
2019-10-25 22:24:00,293
2019-10-25 22:25:00,250
2019-10-25 22:26:00,356
2019-10-25 22:27:00,400
2019-10-25 22:28:00,377
2019-10-25 22:29:00,359
2019-10-25 22:30:00,367
2019-10-25 22:31:00,401
2019-10-25 22:32:00,347
2019-10-25 22:33:00,405
2019-10-25 22:34:00,363
2019-10-25 22:35:00,356
2019-10-25 22:36:00,399
2019-10-25 22:37:00,376
2019-10-25 22:38:00,346
2019-10-25 22:39:00,288
2019-10-25 22:40:00,365
2019-10-25 22:41:00,331
2019-10-25 22:42:00,266
2019-10-25 22:43:00,400
2019-10-25 22:44:00,396
2019-10-25 22:45:00,355
2019-10-25 22:46:00,343
2019-10-25 22:47:00,400
2019-10-25 22:48:00,394
2019-10-25 22:49:00,344
2019-10-25 22:50:00,381
2019-10-25 22:51:00,393
2019-10-25 22:52:00,394
2019-10-25 22:53:00,324
2019-10-25 22:54:00,365
2019-10-25 22:55:00,366
2019-10-25 22:56:00,287
2019-10-25 22:57:00,391
2019-10-25 22:58:00,349
2019-10-25 22:59:00,365
2019-10-25 23:00:00,346
2019-10-25 23:01:00,380
2019-10-25 23:02:00,406
2019-10-25 23:03:00,403
2019-10-25 23:04:00,386
2019-10-25 23:05:00,405
2019-10-25 23:06:00,357
2019-10-25 23:07:00,392
2019-10-25 23:08:00,395
2019-10-25 23:09:00,394
2019-10-25 23:10:00,402
2019-10-25 23:11:00,394
2019-10-25 23:12:00,401
2019-10-25 23:13:00,388
2019-10-25 23:14:00,342
2019-10-25 23:15:00,359
2019-10-25 23:16:00,385
2019-10-25 23:17:00,402
2019-10-25 23:18:00,389
2019-10-25 23:19:00,377
2019-10-25 23:20:00,362
2019-10-25 23:21:00,296
2019-10-25 23:22:00,341
2019-10-25 23:23:00,403
2019-10-25 23:24:00,383
2019-10-25 23:25:00,392
2019-10-25 23:26:00,333
2019-10-25 23:27:00,393
2019-10-25 23:28:00,353
2019-10-25 23:29:00,402
2019-10-25 23:30:00,399
2019-10-25 23:31:00,335
2019-10-25 23:32:00,404
2019-10-25 23:33:00,364
2019-10-25 23:34:00,378
2019-10-25 23:35:00,310
2019-10-25 23:36:00,402
2019-10-25 23:37:00,402
2019-10-25 23:38:00,403
2019-10-25 23:39:00,402
2019-10-25 23:40:00,398
2019-10-25 23:41:00,297
2019-10-25 23:42:00,288
2019-10-25 23:43:00,328
2019-10-25 23:44:00,392
2019-10-25 23:45:00,398
2019-10-25 23:46:00,358
2019-10-25 23:47:00,401
2019-10-25 23:48:00,403
2019-10-25 23:49:00,307
2019-10-25 23:50:00,354
2019-10-25 23:51:00,392
2019-10-25 23:52:00,355
2019-10-25 23:53:00,358
2019-10-25 23:54:00,387
2019-10-25 23:55:00,337
2019-10-25 23:56:00,331
2019-10-25 23:57:00,401
2019-10-25 23:58:00,337
2019-10-25 23:59:00,399
