27,select distinct parent from DBViewCols where viewname=&&&
2019-10-25 00:03:00,1
2019-10-25 00:06:00,1
2019-10-25 00:08:00,2
2019-10-25 00:11:00,1
2019-10-25 02:25:00,1
2019-10-25 05:32:00,1
2019-10-25 06:06:00,1
2019-10-25 09:00:00,1
2019-10-25 11:28:00,1
2019-10-25 13:49:00,4
2019-10-25 14:12:00,1
2019-10-25 14:30:00,1
2019-10-25 16:23:00,1
2019-10-25 17:49:00,1
2019-10-25 18:14:00,1
2019-10-25 18:41:00,2
2019-10-25 18:44:00,1
2019-10-25 19:17:00,1
2019-10-25 19:29:00,2
2019-10-25 20:21:00,1
2019-10-25 20:28:00,1
