70,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-10-25 00:22:00,1
2019-10-25 00:33:00,1
2019-10-25 01:05:00,2
2019-10-25 01:07:00,4
2019-10-25 02:06:00,2
2019-10-25 02:07:00,2
2019-10-25 02:43:00,1
2019-10-25 02:46:00,1
2019-10-25 03:04:00,1
2019-10-25 03:10:00,1
2019-10-25 04:30:00,1
2019-10-25 04:32:00,1
2019-10-25 04:59:00,1
2019-10-25 05:04:00,1
2019-10-25 05:07:00,1
2019-10-25 05:30:00,8
2019-10-25 05:33:00,13
2019-10-25 05:44:00,1
2019-10-25 08:09:00,1
2019-10-25 08:15:00,2
2019-10-25 08:16:00,1
2019-10-25 08:27:00,2
2019-10-25 08:29:00,1
2019-10-25 08:31:00,1
2019-10-25 08:33:00,1
2019-10-25 08:34:00,1
2019-10-25 08:48:00,1
2019-10-25 10:57:00,1
2019-10-25 11:04:00,1
2019-10-25 11:05:00,2
2019-10-25 15:28:00,1
2019-10-25 16:04:00,1
2019-10-25 18:02:00,1
2019-10-25 18:16:00,2
2019-10-25 18:24:00,1
2019-10-25 18:41:00,1
2019-10-25 22:23:00,1
2019-10-25 22:36:00,1
2019-10-25 22:42:00,2
2019-10-25 22:44:00,1
