2451,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-25 12:32:00,55
2019-10-25 12:33:00,157
2019-10-25 12:34:00,112
2019-10-25 12:35:00,74
2019-10-25 12:36:00,292
2019-10-25 12:37:00,68
2019-10-25 12:38:00,17
2019-10-25 12:39:00,198
2019-10-25 12:40:00,51
2019-10-25 12:41:00,104
2019-10-25 12:42:00,60
2019-10-25 12:43:00,144
2019-10-25 12:44:00,241
2019-10-25 12:45:00,193
2019-10-25 12:46:00,164
2019-10-25 12:47:00,124
2019-10-25 12:48:00,83
2019-10-25 12:49:00,68
2019-10-25 12:50:00,97
2019-10-25 12:51:00,83
2019-10-25 12:52:00,66
