47,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-10-25 00:03:00,1
2019-10-25 00:06:00,1
2019-10-25 00:08:00,1
2019-10-25 00:11:00,1
2019-10-25 02:26:00,1
2019-10-25 06:20:00,2
2019-10-25 06:26:00,1
2019-10-25 06:47:00,1
2019-10-25 07:32:00,1
2019-10-25 07:49:00,1
2019-10-25 08:09:00,1
2019-10-25 08:36:00,1
2019-10-25 09:00:00,1
2019-10-25 09:05:00,1
2019-10-25 09:08:00,1
2019-10-25 09:16:00,1
2019-10-25 09:27:00,1
2019-10-25 09:46:00,1
2019-10-25 10:09:00,1
2019-10-25 10:12:00,1
2019-10-25 10:29:00,1
2019-10-25 11:28:00,1
2019-10-25 14:30:00,1
2019-10-25 17:52:00,1
2019-10-25 18:22:00,1
2019-10-25 18:29:00,1
2019-10-25 18:31:00,1
2019-10-25 18:41:00,2
2019-10-25 18:44:00,1
2019-10-25 19:17:00,2
2019-10-25 19:29:00,2
2019-10-25 19:30:00,1
2019-10-25 20:10:00,1
2019-10-25 20:27:00,1
2019-10-25 20:28:00,2
2019-10-25 20:30:00,1
2019-10-25 20:31:00,2
2019-10-25 20:33:00,1
2019-10-25 21:56:00,1
2019-10-25 22:33:00,1
2019-10-25 22:34:00,1
