7,"select p.objid, p.l, p.b, p.u, p.g, p.r, p.i, p.z from photoobj p WHERE   p.l BETWEEN # AND #  AND p.b BETWEEN # AND #"
2019-10-25 01:48:00,1
2019-10-25 02:15:00,1
2019-10-25 02:19:00,1
2019-10-25 02:22:00,1
2019-10-25 03:38:00,1
2019-10-25 04:50:00,1
2019-10-25 05:46:00,1
