13,"SELECT u.up_name as [name],     &&& + cast(x.objId as varchar(#)) + &&&+ cast(x.objId as varchar(#)) + &&& as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field,    dbo.fPhotoTypeN(p.type) as type,    p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z  FROM #upload u       JOIN #x x ON x.up_id = u.up_id       JOIN PhotoTag p ON p.objID = x.objID  ORDER BY x.up_id"
2019-10-25 13:14:00,1
2019-10-25 16:07:00,1
2019-10-25 16:12:00,1
2019-10-25 16:16:00,1
2019-10-25 16:18:00,1
2019-10-25 16:20:00,1
2019-10-25 16:21:00,1
2019-10-25 16:23:00,1
2019-10-25 16:25:00,1
2019-10-25 16:26:00,1
2019-10-25 16:28:00,1
2019-10-25 16:29:00,1
2019-10-25 16:30:00,1
