16,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-10-25 01:22:00,1
2019-10-25 01:34:00,1
2019-10-25 01:35:00,1
2019-10-25 02:00:00,1
2019-10-25 02:06:00,1
2019-10-25 02:15:00,1
2019-10-25 02:16:00,1
2019-10-25 02:51:00,1
2019-10-25 03:55:00,1
2019-10-25 04:31:00,1
2019-10-25 04:36:00,1
2019-10-25 04:37:00,1
2019-10-25 07:55:00,1
2019-10-25 07:57:00,1
2019-10-25 17:00:00,1
2019-10-25 22:25:00,1
