327,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-25 05:25:00,15
2019-10-25 06:20:00,17
2019-10-25 06:25:00,26
2019-10-25 06:45:00,15
2019-10-25 08:45:00,3
2019-10-25 10:20:00,1
2019-10-25 10:45:00,1
2019-10-25 10:48:00,3
2019-10-25 11:25:00,3
2019-10-25 11:45:00,4
2019-10-25 12:10:00,2
2019-10-25 13:20:00,3
2019-10-25 14:20:00,1
2019-10-25 14:35:00,1
2019-10-25 14:40:00,31
2019-10-25 14:41:00,36
2019-10-25 14:42:00,33
2019-10-25 14:43:00,37
2019-10-25 14:44:00,36
2019-10-25 14:45:00,32
2019-10-25 14:46:00,5
2019-10-25 15:20:00,1
2019-10-25 15:25:00,3
2019-10-25 15:45:00,1
2019-10-25 16:45:00,1
2019-10-25 16:47:00,9
2019-10-25 19:20:00,1
2019-10-25 19:22:00,1
2019-10-25 20:00:00,1
2019-10-25 23:45:00,1
2019-10-25 23:48:00,3
