436,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-01-30 12:34:00,2
2019-01-30 17:02:00,6
2019-01-30 17:03:00,8
2019-01-30 17:04:00,10
2019-01-30 17:05:00,6
2019-01-30 17:06:00,8
2019-01-30 17:07:00,4
2019-01-30 17:08:00,10
2019-01-30 17:09:00,2
2019-01-30 17:10:00,16
2019-01-30 17:11:00,4
2019-01-30 17:12:00,8
2019-01-30 17:13:00,8
2019-01-30 17:14:00,2
2019-01-30 17:15:00,18
2019-01-30 17:16:00,2
2019-01-30 17:18:00,20
2019-01-30 17:19:00,2
2019-01-30 17:20:00,6
2019-01-30 17:21:00,6
2019-01-30 17:22:00,16
2019-01-30 17:23:00,4
2019-01-30 17:24:00,4
2019-01-30 17:25:00,4
2019-01-30 17:26:00,6
2019-01-30 17:27:00,6
2019-01-30 17:28:00,6
2019-01-30 17:29:00,6
2019-01-30 17:30:00,7
2019-01-30 17:31:00,9
2019-01-30 17:32:00,6
2019-01-30 17:33:00,6
2019-01-30 17:34:00,2
2019-01-30 17:35:00,7
2019-01-30 17:36:00,13
2019-01-30 17:37:00,2
2019-01-30 17:39:00,20
2019-01-30 17:40:00,4
2019-01-30 17:41:00,4
2019-01-30 17:42:00,16
2019-01-30 17:44:00,16
2019-01-30 17:45:00,2
2019-01-30 17:46:00,8
2019-01-30 17:48:00,20
2019-01-30 17:49:00,4
2019-01-30 17:51:00,18
2019-01-30 17:52:00,4
2019-01-30 17:53:00,4
2019-01-30 17:54:00,13
2019-01-30 17:55:00,7
2019-01-30 17:56:00,4
2019-01-30 17:57:00,10
2019-01-30 17:58:00,10
2019-01-30 18:00:00,20
