10,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.u between # AND # AND p.g between # AND # AND p.i between # AND # AND p.r between # AND # AND p.z between # AND #"
2019-01-30 01:27:00,1
2019-01-30 01:42:00,1
2019-01-30 01:45:00,1
2019-01-30 02:03:00,1
2019-01-30 02:06:00,1
2019-01-30 02:11:00,1
2019-01-30 03:04:00,1
2019-01-30 03:09:00,1
2019-01-30 03:24:00,1
2019-01-30 03:25:00,1
