173,select * from Photoz where objid=#
2019-01-30 00:19:00,11
2019-01-30 00:35:00,2
2019-01-30 00:36:00,2
2019-01-30 01:54:00,1
2019-01-30 04:03:00,1
2019-01-30 06:30:00,2
2019-01-30 12:59:00,6
2019-01-30 13:33:00,7
2019-01-30 14:29:00,1
2019-01-30 14:42:00,1
2019-01-30 19:04:00,2
2019-01-30 19:05:00,6
2019-01-30 19:06:00,6
2019-01-30 19:07:00,5
2019-01-30 19:08:00,5
2019-01-30 19:09:00,7
2019-01-30 19:10:00,5
2019-01-30 19:11:00,6
2019-01-30 19:12:00,5
2019-01-30 19:13:00,6
2019-01-30 19:14:00,5
2019-01-30 19:15:00,7
2019-01-30 19:16:00,8
2019-01-30 19:17:00,7
2019-01-30 19:18:00,6
2019-01-30 19:19:00,7
2019-01-30 19:20:00,6
2019-01-30 19:21:00,6
2019-01-30 19:22:00,7
2019-01-30 19:23:00,7
2019-01-30 19:24:00,5
2019-01-30 19:25:00,3
2019-01-30 19:28:00,1
2019-01-30 19:50:00,1
2019-01-30 21:02:00,3
2019-01-30 21:03:00,5
2019-01-30 22:47:00,2
