1129,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-30 12:34:00,2
2019-01-30 12:40:00,2
2019-01-30 12:41:00,1
2019-01-30 12:42:00,2
2019-01-30 12:43:00,2
2019-01-30 12:47:00,2
2019-01-30 12:49:00,2
2019-01-30 12:50:00,2
2019-01-30 14:01:00,1
2019-01-30 14:03:00,2
2019-01-30 14:04:00,1
2019-01-30 14:05:00,1
2019-01-30 14:08:00,1
2019-01-30 14:22:00,3
2019-01-30 14:23:00,1
2019-01-30 14:27:00,1
2019-01-30 14:29:00,1
2019-01-30 16:05:00,2
2019-01-30 16:07:00,1
2019-01-30 16:09:00,1
2019-01-30 16:10:00,1
2019-01-30 16:11:00,1
2019-01-30 16:12:00,2
2019-01-30 16:19:00,1
2019-01-30 16:36:00,1
2019-01-30 16:40:00,2
2019-01-30 16:48:00,3
2019-01-30 16:56:00,1
2019-01-30 16:59:00,1
2019-01-30 17:02:00,15
2019-01-30 17:03:00,20
2019-01-30 17:04:00,9
2019-01-30 17:05:00,23
2019-01-30 17:06:00,19
2019-01-30 17:07:00,19
2019-01-30 17:08:00,20
2019-01-30 17:09:00,10
2019-01-30 17:11:00,50
2019-01-30 17:12:00,13
2019-01-30 17:13:00,15
2019-01-30 17:14:00,17
2019-01-30 17:16:00,50
2019-01-30 17:18:00,26
2019-01-30 17:19:00,29
2019-01-30 17:20:00,15
2019-01-30 17:21:00,15
2019-01-30 17:23:00,41
2019-01-30 17:24:00,19
2019-01-30 17:25:00,10
2019-01-30 17:26:00,15
2019-01-30 17:27:00,15
2019-01-30 17:28:00,15
2019-01-30 17:29:00,15
2019-01-30 17:30:00,15
2019-01-30 17:31:00,22
2019-01-30 17:32:00,14
2019-01-30 17:33:00,17
2019-01-30 17:34:00,7
2019-01-30 17:36:00,29
2019-01-30 17:37:00,26
2019-01-30 17:39:00,21
2019-01-30 17:40:00,36
2019-01-30 17:41:00,13
2019-01-30 17:42:00,7
2019-01-30 17:43:00,33
2019-01-30 17:44:00,11
2019-01-30 17:45:00,34
2019-01-30 17:46:00,20
2019-01-30 17:48:00,25
2019-01-30 17:49:00,31
2019-01-30 17:50:00,4
2019-01-30 17:51:00,32
2019-01-30 17:52:00,23
2019-01-30 17:53:00,10
2019-01-30 17:55:00,50
2019-01-30 17:56:00,10
2019-01-30 17:58:00,50
2019-01-30 18:00:00,16
2019-01-30 18:01:00,34
