7,"SELECT dr7objid, dr8objid  FROM   PhotoObjDR7  WHERE   dr7objid = #"
2019-01-30 09:54:00,1
2019-01-30 09:57:00,1
2019-01-30 09:59:00,3
2019-01-30 10:00:00,2
