71,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-01-30 05:44:00,4
2019-01-30 05:45:00,2
2019-01-30 05:47:00,2
2019-01-30 05:48:00,1
2019-01-30 05:49:00,1
2019-01-30 05:50:00,2
2019-01-30 05:52:00,5
2019-01-30 05:53:00,1
2019-01-30 05:54:00,2
2019-01-30 05:55:00,3
2019-01-30 05:56:00,2
2019-01-30 05:57:00,2
2019-01-30 05:58:00,7
2019-01-30 05:59:00,4
2019-01-30 06:00:00,1
2019-01-30 06:01:00,4
2019-01-30 06:02:00,4
2019-01-30 06:03:00,5
2019-01-30 06:04:00,1
2019-01-30 06:06:00,2
2019-01-30 06:07:00,3
2019-01-30 06:08:00,2
2019-01-30 06:09:00,1
2019-01-30 06:10:00,2
2019-01-30 06:11:00,2
2019-01-30 06:14:00,1
2019-01-30 06:15:00,2
2019-01-30 06:19:00,1
2019-01-30 06:24:00,1
2019-01-30 06:28:00,1
