83,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-02-09 00:59:00,1
2019-02-09 01:59:00,1
2019-02-09 02:59:00,1
2019-02-09 03:59:00,1
2019-02-09 04:58:00,1
2019-02-09 05:09:00,1
2019-02-09 05:58:00,1
2019-02-09 06:58:00,1
2019-02-09 07:59:00,1
2019-02-09 08:58:00,1
2019-02-09 09:04:00,9
2019-02-09 09:53:00,4
2019-02-09 09:54:00,5
2019-02-09 09:55:00,9
2019-02-09 09:56:00,9
2019-02-09 09:59:00,1
2019-02-09 10:59:00,1
2019-02-09 11:59:00,1
2019-02-09 12:21:00,9
2019-02-09 12:59:00,1
2019-02-09 13:58:00,1
2019-02-09 14:59:00,1
2019-02-09 15:59:00,1
2019-02-09 16:59:00,1
2019-02-09 17:03:00,9
2019-02-09 17:24:00,8
2019-02-09 17:25:00,1
2019-02-09 17:59:00,1
2019-02-09 18:59:00,1
