25,select * from galSpecLine where specObjId=#
2019-02-09 00:50:00,1
2019-02-09 00:53:00,1
2019-02-09 01:41:00,1
2019-02-09 02:41:00,1
2019-02-09 04:13:00,1
2019-02-09 04:47:00,1
2019-02-09 05:00:00,1
2019-02-09 06:25:00,1
2019-02-09 07:55:00,1
2019-02-09 08:19:00,1
2019-02-09 08:41:00,1
2019-02-09 09:58:00,1
2019-02-09 12:22:00,1
2019-02-09 12:39:00,1
2019-02-09 12:49:00,1
2019-02-09 13:51:00,1
2019-02-09 14:10:00,1
2019-02-09 15:49:00,1
2019-02-09 16:14:00,1
2019-02-09 16:37:00,1
2019-02-09 17:44:00,1
2019-02-09 18:49:00,1
2019-02-09 20:00:00,1
2019-02-09 20:59:00,1
2019-02-09 21:50:00,1
