2332,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-02-09 00:02:00,10
2019-02-09 00:03:00,2
2019-02-09 00:04:00,24
2019-02-09 00:05:00,8
2019-02-09 00:06:00,3
2019-02-09 00:07:00,5
2019-02-09 00:08:00,1
2019-02-09 00:15:00,1
2019-02-09 00:16:00,8
2019-02-09 00:17:00,4
2019-02-09 00:18:00,1
2019-02-09 00:20:00,4
2019-02-09 00:21:00,1
2019-02-09 00:22:00,4
2019-02-09 00:23:00,1
2019-02-09 00:30:00,2
2019-02-09 00:31:00,9
2019-02-09 00:39:00,1
2019-02-09 00:46:00,10
2019-02-09 00:47:00,1
2019-02-09 00:54:00,9
2019-02-09 01:01:00,2
2019-02-09 01:09:00,7
2019-02-09 01:13:00,2
2019-02-09 01:14:00,5
2019-02-09 01:16:00,1
2019-02-09 01:17:00,1
2019-02-09 01:23:00,1
2019-02-09 01:24:00,1
2019-02-09 01:25:00,12
2019-02-09 01:26:00,4
2019-02-09 01:27:00,4
2019-02-09 01:28:00,1
2019-02-09 01:29:00,1
2019-02-09 01:30:00,6
2019-02-09 01:31:00,4
2019-02-09 01:32:00,1
2019-02-09 01:33:00,8
2019-02-09 01:34:00,1
2019-02-09 01:35:00,1
2019-02-09 01:43:00,1
2019-02-09 01:44:00,1
2019-02-09 01:45:00,3
2019-02-09 01:46:00,14
2019-02-09 01:47:00,2
2019-02-09 01:48:00,1
2019-02-09 01:55:00,5
2019-02-09 02:05:00,4
2019-02-09 02:06:00,1
2019-02-09 02:07:00,1
2019-02-09 02:08:00,1
2019-02-09 02:09:00,1
2019-02-09 02:12:00,4
2019-02-09 02:13:00,1
2019-02-09 02:22:00,4
2019-02-09 02:23:00,4
2019-02-09 02:24:00,2
2019-02-09 02:25:00,9
2019-02-09 02:33:00,5
2019-02-09 02:34:00,6
2019-02-09 02:35:00,1
2019-02-09 02:42:00,1
2019-02-09 02:50:00,4
2019-02-09 02:51:00,3
2019-02-09 02:52:00,7
2019-02-09 02:53:00,7
2019-02-09 02:57:00,3
2019-02-09 02:58:00,4
2019-02-09 03:05:00,1
2019-02-09 03:10:00,2
2019-02-09 03:11:00,2
2019-02-09 03:19:00,4
2019-02-09 03:23:00,2
2019-02-09 03:24:00,1
2019-02-09 03:25:00,1
2019-02-09 03:27:00,4
2019-02-09 03:29:00,17
2019-02-09 03:30:00,7
2019-02-09 03:31:00,1
2019-02-09 03:32:00,1
2019-02-09 03:33:00,1
2019-02-09 03:37:00,3
2019-02-09 03:38:00,1
2019-02-09 03:42:00,1
2019-02-09 03:48:00,7
2019-02-09 03:49:00,12
2019-02-09 03:50:00,1
2019-02-09 03:51:00,1
2019-02-09 03:58:00,6
2019-02-09 03:59:00,11
2019-02-09 04:00:00,1
2019-02-09 04:07:00,1
2019-02-09 04:08:00,4
2019-02-09 04:09:00,1
2019-02-09 04:17:00,2
2019-02-09 04:18:00,2
2019-02-09 04:19:00,1
2019-02-09 04:20:00,9
2019-02-09 04:21:00,4
2019-02-09 04:22:00,5
2019-02-09 04:23:00,2
2019-02-09 04:25:00,4
2019-02-09 04:26:00,1
2019-02-09 04:27:00,1
2019-02-09 04:35:00,1
2019-02-09 04:40:00,1
2019-02-09 04:41:00,8
2019-02-09 04:43:00,1
2019-02-09 04:44:00,11
2019-02-09 04:45:00,13
2019-02-09 04:47:00,6
2019-02-09 04:49:00,2
2019-02-09 04:50:00,1
2019-02-09 04:54:00,4
2019-02-09 04:56:00,9
2019-02-09 04:57:00,2
2019-02-09 04:58:00,6
2019-02-09 04:59:00,11
2019-02-09 05:01:00,1
2019-02-09 05:03:00,2
2019-02-09 05:04:00,10
2019-02-09 05:12:00,3
2019-02-09 05:13:00,1
2019-02-09 05:14:00,6
2019-02-09 05:15:00,2
2019-02-09 05:16:00,1
