30,select * from galSpecIndx where specObjId=#
2019-02-09 00:17:00,1
2019-02-09 01:25:00,1
2019-02-09 01:31:00,1
2019-02-09 02:41:00,1
2019-02-09 03:19:00,1
2019-02-09 05:13:00,1
2019-02-09 05:26:00,1
2019-02-09 05:30:00,1
2019-02-09 07:53:00,1
2019-02-09 07:59:00,1
2019-02-09 08:21:00,1
2019-02-09 08:57:00,1
2019-02-09 09:28:00,1
2019-02-09 09:56:00,1
2019-02-09 10:31:00,1
2019-02-09 10:49:00,1
2019-02-09 11:29:00,1
2019-02-09 12:18:00,1
2019-02-09 12:24:00,1
2019-02-09 12:48:00,1
2019-02-09 13:56:00,1
2019-02-09 14:35:00,1
2019-02-09 15:02:00,1
2019-02-09 15:31:00,1
2019-02-09 16:35:00,1
2019-02-09 16:52:00,1
2019-02-09 17:39:00,1
2019-02-09 18:02:00,1
2019-02-09 18:43:00,1
2019-02-09 21:01:00,1
