202,"SELECT p.specobjid, p.objid, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, s.z, p.psffwhm_z, p.psffwhm_i, p.psffwhm_r, p.psffwhm_g, p.psffwhm_u, p.expRad_z, p.expRad_i, p.expRad_r, p.expRad_g, p.expRad_u, p.expAB_z, p.expAB_i, p.expAB_r, p.expAB_g, p.expAB_u, p.expPhi_z, p.expPhi_i, p.expPhi_r, p.expPhi_g, p.expPhi_u FROM PhotoPrimary AS p JOIN SpecPhoto AS s ON s.specobjid=p.specobjid WHERE p.specobjid = #"
2019-02-09 00:09:00,5
2019-02-09 00:51:00,1
2019-02-09 00:52:00,1
2019-02-09 00:53:00,1
2019-02-09 00:54:00,1
2019-02-09 00:55:00,3
2019-02-09 00:56:00,1
2019-02-09 00:57:00,2
2019-02-09 00:58:00,1
2019-02-09 00:59:00,1
2019-02-09 01:00:00,1
2019-02-09 01:01:00,1
2019-02-09 01:02:00,2
2019-02-09 01:03:00,1
2019-02-09 01:04:00,1
2019-02-09 01:05:00,2
2019-02-09 01:07:00,2
2019-02-09 01:08:00,1
2019-02-09 01:09:00,1
2019-02-09 01:10:00,1
2019-02-09 01:11:00,1
2019-02-09 01:12:00,1
2019-02-09 01:13:00,1
2019-02-09 01:14:00,2
2019-02-09 01:15:00,1
2019-02-09 01:16:00,1
2019-02-09 01:17:00,2
2019-02-09 01:18:00,2
2019-02-09 01:19:00,1
2019-02-09 01:20:00,2
2019-02-09 01:21:00,2
2019-02-09 01:22:00,1
2019-02-09 01:23:00,1
2019-02-09 01:24:00,1
2019-02-09 01:25:00,1
2019-02-09 01:26:00,1
2019-02-09 01:27:00,1
2019-02-09 01:28:00,1
2019-02-09 01:29:00,2
2019-02-09 01:30:00,1
2019-02-09 01:31:00,1
2019-02-09 01:32:00,1
2019-02-09 01:33:00,1
2019-02-09 01:34:00,1
2019-02-09 01:35:00,1
2019-02-09 01:36:00,1
2019-02-09 01:37:00,1
2019-02-09 01:38:00,2
2019-02-09 01:39:00,1
2019-02-09 01:40:00,1
2019-02-09 01:41:00,1
2019-02-09 01:42:00,1
2019-02-09 01:43:00,1
2019-02-09 01:44:00,2
2019-02-09 01:45:00,1
2019-02-09 01:46:00,1
2019-02-09 01:47:00,2
2019-02-09 01:48:00,1
2019-02-09 01:49:00,1
2019-02-09 01:50:00,1
2019-02-09 01:51:00,2
2019-02-09 01:52:00,1
2019-02-09 01:53:00,1
2019-02-09 01:54:00,1
2019-02-09 01:55:00,1
2019-02-09 01:56:00,2
2019-02-09 01:57:00,2
2019-02-09 01:59:00,1
2019-02-09 02:00:00,1
2019-02-09 02:01:00,1
2019-02-09 02:02:00,1
2019-02-09 02:03:00,1
2019-02-09 02:05:00,2
2019-02-09 02:07:00,1
2019-02-09 02:08:00,2
2019-02-09 02:09:00,1
2019-02-09 02:10:00,3
2019-02-09 02:11:00,1
2019-02-09 02:12:00,2
2019-02-09 02:13:00,2
2019-02-09 02:14:00,1
2019-02-09 02:15:00,1
2019-02-09 02:16:00,1
2019-02-09 02:17:00,2
2019-02-09 02:18:00,1
2019-02-09 02:19:00,1
2019-02-09 02:20:00,1
2019-02-09 02:21:00,2
2019-02-09 02:23:00,2
2019-02-09 02:24:00,1
2019-02-09 02:25:00,1
2019-02-09 02:26:00,1
2019-02-09 02:27:00,1
2019-02-09 02:28:00,1
2019-02-09 02:30:00,1
2019-02-09 02:31:00,1
2019-02-09 02:32:00,1
2019-02-09 02:33:00,1
2019-02-09 02:34:00,1
2019-02-09 02:35:00,1
2019-02-09 02:36:00,1
2019-02-09 02:37:00,1
2019-02-09 02:38:00,2
2019-02-09 02:40:00,2
2019-02-09 02:41:00,1
2019-02-09 02:42:00,1
2019-02-09 02:43:00,4
2019-02-09 02:45:00,2
2019-02-09 02:47:00,2
2019-02-09 02:48:00,2
2019-02-09 02:49:00,1
2019-02-09 02:50:00,1
2019-02-09 02:52:00,2
2019-02-09 02:53:00,1
2019-02-09 02:54:00,1
2019-02-09 02:55:00,1
2019-02-09 02:56:00,1
2019-02-09 02:57:00,1
2019-02-09 02:58:00,1
2019-02-09 02:59:00,1
2019-02-09 03:00:00,1
2019-02-09 03:01:00,2
2019-02-09 03:02:00,1
2019-02-09 03:03:00,2
2019-02-09 03:04:00,2
2019-02-09 03:05:00,1
2019-02-09 03:06:00,1
2019-02-09 03:07:00,1
2019-02-09 03:08:00,1
2019-02-09 03:09:00,1
2019-02-09 03:10:00,1
2019-02-09 03:11:00,1
2019-02-09 03:12:00,2
2019-02-09 03:13:00,1
2019-02-09 03:14:00,1
2019-02-09 03:15:00,1
2019-02-09 03:16:00,1
2019-02-09 03:17:00,1
2019-02-09 03:18:00,1
2019-02-09 03:19:00,1
2019-02-09 03:20:00,1
2019-02-09 03:22:00,1
2019-02-09 03:23:00,2
2019-02-09 03:25:00,1
2019-02-09 03:26:00,1
2019-02-09 03:27:00,1
2019-02-09 03:29:00,2
2019-02-09 03:31:00,1
2019-02-09 03:32:00,2
2019-02-09 03:33:00,1
2019-02-09 03:34:00,1
2019-02-09 03:36:00,1
2019-02-09 03:37:00,1
2019-02-09 03:38:00,1
2019-02-09 03:39:00,1
