159,select * from dbo.fDocColumns(&&&)
2019-02-09 01:12:00,1
2019-02-09 01:13:00,4
2019-02-09 01:16:00,1
2019-02-09 01:33:00,2
2019-02-09 01:34:00,2
2019-02-09 01:51:00,2
2019-02-09 01:59:00,1
2019-02-09 02:22:00,2
2019-02-09 02:26:00,2
2019-02-09 02:31:00,1
2019-02-09 02:55:00,1
2019-02-09 02:58:00,1
2019-02-09 02:59:00,2
2019-02-09 03:25:00,1
2019-02-09 03:45:00,1
2019-02-09 04:09:00,1
2019-02-09 05:51:00,1
2019-02-09 05:56:00,1
2019-02-09 06:17:00,2
2019-02-09 06:21:00,2
2019-02-09 06:39:00,1
2019-02-09 07:14:00,2
2019-02-09 07:17:00,2
2019-02-09 07:46:00,1
2019-02-09 07:49:00,2
2019-02-09 07:55:00,2
2019-02-09 08:08:00,1
2019-02-09 08:09:00,2
2019-02-09 08:47:00,1
2019-02-09 09:10:00,1
2019-02-09 09:11:00,1
2019-02-09 09:42:00,1
2019-02-09 09:45:00,1
2019-02-09 10:34:00,3
2019-02-09 10:37:00,1
2019-02-09 11:59:00,2
2019-02-09 13:21:00,1
2019-02-09 13:29:00,1
2019-02-09 13:46:00,2
2019-02-09 13:52:00,2
2019-02-09 13:58:00,2
2019-02-09 14:20:00,2
2019-02-09 14:21:00,2
2019-02-09 14:27:00,2
2019-02-09 14:28:00,4
2019-02-09 14:42:00,2
2019-02-09 14:47:00,2
2019-02-09 14:48:00,1
2019-02-09 15:14:00,8
2019-02-09 15:15:00,5
2019-02-09 15:16:00,3
2019-02-09 15:17:00,8
2019-02-09 15:18:00,5
2019-02-09 16:09:00,1
2019-02-09 17:04:00,2
2019-02-09 17:31:00,1
2019-02-09 17:48:00,4
2019-02-09 17:55:00,1
2019-02-09 18:23:00,1
2019-02-09 18:39:00,2
2019-02-09 18:44:00,2
2019-02-09 18:51:00,2
2019-02-09 18:56:00,2
2019-02-09 19:11:00,2
2019-02-09 19:13:00,2
2019-02-09 19:14:00,2
2019-02-09 19:15:00,2
2019-02-09 19:18:00,2
2019-02-09 19:42:00,2
2019-02-09 19:46:00,4
2019-02-09 19:48:00,4
2019-02-09 21:23:00,8
2019-02-09 21:29:00,1
2019-02-09 21:30:00,1
2019-02-09 21:45:00,1
2019-02-09 22:01:00,1
2019-02-09 22:14:00,1
2019-02-09 22:36:00,1
