55,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-02-09 07:52:00,1
2019-02-09 07:53:00,2
2019-02-09 07:54:00,2
2019-02-09 08:19:00,1
2019-02-09 08:20:00,2
2019-02-09 08:21:00,1
2019-02-09 08:22:00,1
2019-02-09 08:23:00,1
2019-02-09 08:24:00,1
2019-02-09 08:40:00,1
2019-02-09 09:02:00,2
2019-02-09 09:03:00,2
2019-02-09 09:09:00,1
2019-02-09 09:29:00,2
2019-02-09 09:30:00,2
2019-02-09 09:31:00,2
2019-02-09 09:32:00,1
2019-02-09 09:33:00,1
2019-02-09 09:34:00,1
2019-02-09 09:50:00,1
2019-02-09 09:52:00,1
2019-02-09 09:58:00,1
2019-02-09 09:59:00,10
2019-02-09 10:03:00,1
2019-02-09 10:04:00,7
2019-02-09 10:11:00,2
2019-02-09 10:12:00,1
2019-02-09 10:47:00,1
2019-02-09 11:28:00,2
2019-02-09 11:46:00,1
