12001,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-09 00:01:00,39
2019-02-09 00:02:00,1
2019-02-09 00:03:00,10
2019-02-09 00:04:00,5
2019-02-09 00:05:00,10
2019-02-09 00:06:00,9
2019-02-09 00:07:00,5
2019-02-09 00:14:00,30
2019-02-09 00:15:00,21
2019-02-09 00:16:00,14
2019-02-09 00:17:00,10
2019-02-09 00:19:00,13
2019-02-09 00:20:00,12
2019-02-09 00:21:00,15
2019-02-09 00:22:00,5
2019-02-09 00:23:00,10
2019-02-09 00:29:00,32
2019-02-09 00:30:00,21
2019-02-09 00:31:00,7
2019-02-09 00:38:00,50
2019-02-09 00:44:00,5
2019-02-09 00:45:00,45
2019-02-09 00:46:00,8
2019-02-09 00:47:00,2
2019-02-09 00:52:00,4
2019-02-09 00:53:00,46
2019-02-09 00:54:00,5
2019-02-09 01:00:00,50
2019-02-09 01:01:00,5
2019-02-09 01:08:00,16
2019-02-09 01:09:00,34
2019-02-09 01:12:00,25
2019-02-09 01:13:00,10
2019-02-09 01:14:00,5
2019-02-09 01:16:00,30
2019-02-09 01:17:00,5
2019-02-09 01:22:00,7
2019-02-09 01:23:00,43
2019-02-09 01:24:00,8
2019-02-09 01:25:00,7
2019-02-09 01:29:00,5
2019-02-09 01:30:00,5
2019-02-09 01:31:00,10
2019-02-09 01:32:00,5
2019-02-09 01:33:00,10
2019-02-09 01:34:00,15
2019-02-09 01:42:00,9
2019-02-09 01:43:00,41
2019-02-09 01:44:00,11
2019-02-09 01:45:00,4
2019-02-09 01:46:00,10
2019-02-09 01:47:00,10
2019-02-09 01:54:00,45
2019-02-09 01:55:00,10
2019-02-09 02:04:00,50
2019-02-09 02:06:00,10
2019-02-09 02:07:00,10
2019-02-09 02:08:00,10
2019-02-09 02:09:00,5
2019-02-09 02:11:00,8
2019-02-09 02:12:00,27
2019-02-09 02:13:00,10
2019-02-09 02:21:00,35
2019-02-09 02:22:00,20
2019-02-09 02:23:00,10
2019-02-09 02:24:00,15
2019-02-09 02:25:00,5
2019-02-09 02:31:00,4
2019-02-09 02:32:00,46
2019-02-09 02:34:00,20
2019-02-09 02:35:00,5
2019-02-09 02:41:00,40
2019-02-09 02:49:00,49
2019-02-09 02:50:00,6
2019-02-09 02:51:00,5
2019-02-09 02:52:00,20
2019-02-09 02:53:00,5
2019-02-09 02:57:00,30
2019-02-09 02:58:00,10
2019-02-09 03:04:00,50
2019-02-09 03:09:00,17
2019-02-09 03:10:00,13
2019-02-09 03:11:00,10
2019-02-09 03:18:00,15
2019-02-09 03:19:00,35
2019-02-09 03:22:00,22
2019-02-09 03:23:00,28
2019-02-09 03:24:00,5
2019-02-09 03:25:00,20
2019-02-09 03:26:00,4
2019-02-09 03:27:00,21
2019-02-09 03:29:00,15
2019-02-09 03:30:00,5
2019-02-09 03:31:00,9
2019-02-09 03:32:00,6
2019-02-09 03:33:00,5
2019-02-09 03:36:00,3
2019-02-09 03:37:00,27
2019-02-09 03:38:00,5
2019-02-09 03:41:00,46
2019-02-09 03:42:00,4
2019-02-09 03:47:00,33
2019-02-09 03:48:00,20
2019-02-09 03:49:00,10
2019-02-09 03:51:00,10
2019-02-09 03:57:00,22
2019-02-09 03:58:00,24
2019-02-09 03:59:00,14
2019-02-09 04:00:00,1
