161,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-09 05:31:00,4
2019-02-09 05:32:00,3
2019-02-09 06:01:00,3
2019-02-09 06:31:00,4
2019-02-09 06:32:00,1
2019-02-09 07:01:00,3
2019-02-09 07:31:00,7
2019-02-09 07:32:00,17
2019-02-09 08:01:00,7
2019-02-09 08:02:00,5
2019-02-09 10:31:00,8
2019-02-09 10:32:00,10
2019-02-09 11:02:00,14
2019-02-09 12:31:00,3
2019-02-09 18:54:00,20
2019-02-09 18:55:00,16
2019-02-09 19:01:00,2
2019-02-09 19:02:00,29
2019-02-09 22:01:00,1
2019-02-09 22:31:00,2
2019-02-09 23:01:00,2
