10,SELECT * FROM Host_Gals_SNf_kcorr
2019-01-21 06:12:00,1
2019-01-21 06:17:00,1
2019-01-21 06:24:00,1
2019-01-21 06:27:00,1
2019-01-21 09:26:00,1
2019-01-21 09:28:00,1
2019-01-21 09:30:00,1
2019-01-21 09:43:00,1
2019-01-21 10:13:00,1
2019-01-21 11:33:00,1
