71,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-01-21 00:41:00,1
2019-01-21 00:59:00,1
2019-01-21 01:58:00,1
2019-01-21 02:55:00,9
2019-01-21 02:59:00,1
2019-01-21 03:59:00,1
2019-01-21 04:59:00,1
2019-01-21 05:44:00,18
2019-01-21 06:00:00,1
2019-01-21 07:00:00,1
2019-01-21 07:58:00,1
2019-01-21 08:09:00,2
2019-01-21 08:42:00,9
2019-01-21 08:58:00,1
2019-01-21 09:59:00,1
2019-01-21 10:12:00,1
2019-01-21 11:00:00,1
2019-01-21 11:14:00,1
2019-01-21 12:00:00,1
2019-01-21 13:00:00,1
2019-01-21 13:43:00,9
2019-01-21 13:58:00,1
2019-01-21 14:20:00,1
2019-01-21 14:58:00,1
2019-01-21 15:58:00,1
2019-01-21 15:59:00,1
2019-01-21 16:58:00,1
2019-01-21 17:59:00,1
2019-01-21 18:58:00,1
