6,"select top # z, ra, dec from SpecPhotoAll"
2019-01-21 10:49:00,1
2019-01-21 10:50:00,1
2019-01-21 10:56:00,1
2019-01-21 10:58:00,1
2019-01-21 11:00:00,1
2019-01-21 11:02:00,1
