22,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-01-21 00:15:00,1
2019-01-21 00:16:00,1
2019-01-21 01:25:00,1
2019-01-21 13:45:00,1
2019-01-21 19:12:00,2
2019-01-21 19:13:00,2
2019-01-21 19:14:00,2
2019-01-21 19:15:00,2
2019-01-21 19:16:00,4
2019-01-21 19:20:00,2
2019-01-21 19:32:00,1
2019-01-21 21:12:00,1
2019-01-21 21:14:00,1
2019-01-21 23:50:00,1
