5386,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-06-19 00:01:00,1
2019-06-19 00:02:00,9
2019-06-19 00:08:00,19
2019-06-19 00:09:00,8
2019-06-19 00:11:00,1
2019-06-19 00:12:00,9
2019-06-19 00:18:00,19
2019-06-19 00:19:00,7
2019-06-19 00:21:00,1
2019-06-19 00:22:00,11
2019-06-19 00:28:00,16
2019-06-19 00:29:00,10
2019-06-19 00:31:00,1
2019-06-19 00:32:00,9
2019-06-19 00:38:00,16
2019-06-19 00:39:00,10
2019-06-19 00:41:00,1
2019-06-19 00:42:00,9
2019-06-19 00:48:00,16
2019-06-19 00:49:00,10
2019-06-19 00:51:00,1
2019-06-19 00:52:00,9
2019-06-19 00:58:00,16
2019-06-19 00:59:00,10
2019-06-19 01:01:00,1
2019-06-19 01:02:00,9
2019-06-19 01:08:00,15
2019-06-19 01:09:00,12
2019-06-19 01:11:00,1
2019-06-19 01:12:00,9
2019-06-19 01:15:00,1
2019-06-19 01:18:00,15
2019-06-19 01:19:00,11
2019-06-19 01:21:00,1
2019-06-19 01:22:00,9
2019-06-19 01:28:00,15
2019-06-19 01:29:00,11
2019-06-19 01:31:00,1
2019-06-19 01:32:00,9
2019-06-19 01:38:00,15
2019-06-19 01:39:00,11
2019-06-19 01:41:00,1
2019-06-19 01:42:00,9
2019-06-19 01:48:00,14
2019-06-19 01:49:00,13
2019-06-19 01:51:00,1
2019-06-19 01:52:00,9
2019-06-19 01:58:00,14
2019-06-19 01:59:00,12
2019-06-19 02:01:00,1
2019-06-19 02:02:00,9
2019-06-19 02:08:00,14
2019-06-19 02:09:00,15
2019-06-19 02:11:00,1
2019-06-19 02:12:00,9
2019-06-19 02:18:00,14
2019-06-19 02:19:00,12
2019-06-19 02:21:00,1
2019-06-19 02:22:00,9
2019-06-19 02:28:00,14
2019-06-19 02:29:00,14
2019-06-19 02:31:00,1
2019-06-19 02:32:00,9
2019-06-19 02:38:00,14
2019-06-19 02:39:00,12
2019-06-19 02:42:00,10
2019-06-19 02:48:00,14
2019-06-19 02:49:00,14
2019-06-19 02:52:00,10
2019-06-19 02:58:00,14
2019-06-19 02:59:00,12
2019-06-19 03:02:00,10
2019-06-19 03:08:00,14
2019-06-19 03:09:00,12
2019-06-19 03:12:00,10
2019-06-19 03:18:00,18
2019-06-19 03:19:00,12
2019-06-19 03:22:00,10
2019-06-19 03:28:00,14
2019-06-19 03:29:00,12
2019-06-19 03:32:00,9
2019-06-19 03:38:00,18
2019-06-19 03:39:00,11
2019-06-19 03:40:00,16
2019-06-19 03:42:00,34
2019-06-19 03:43:00,1
2019-06-19 03:44:00,2
2019-06-19 03:49:00,11
2019-06-19 03:50:00,1
2019-06-19 03:52:00,21
2019-06-19 03:53:00,2
2019-06-19 03:54:00,2
2019-06-19 03:59:00,11
2019-06-19 04:00:00,1
2019-06-19 04:02:00,21
2019-06-19 04:03:00,1
2019-06-19 04:04:00,2
2019-06-19 04:09:00,22
2019-06-19 04:12:00,30
2019-06-19 04:13:00,1
2019-06-19 04:14:00,20
2019-06-19 04:19:00,11
2019-06-19 04:22:00,12
2019-06-19 04:23:00,1
2019-06-19 04:24:00,12
2019-06-19 04:29:00,12
2019-06-19 04:32:00,12
2019-06-19 04:33:00,1
2019-06-19 04:34:00,12
2019-06-19 04:39:00,12
2019-06-19 04:42:00,12
2019-06-19 04:43:00,1
2019-06-19 04:44:00,12
2019-06-19 04:49:00,12
2019-06-19 04:52:00,12
2019-06-19 04:53:00,1
2019-06-19 04:54:00,12
2019-06-19 04:59:00,11
2019-06-19 05:02:00,12
2019-06-19 05:03:00,1
2019-06-19 05:04:00,12
2019-06-19 05:09:00,11
2019-06-19 05:12:00,12
2019-06-19 05:13:00,1
2019-06-19 05:14:00,12
2019-06-19 05:19:00,11
2019-06-19 05:22:00,12
2019-06-19 05:23:00,1
2019-06-19 05:24:00,12
2019-06-19 05:29:00,14
2019-06-19 05:32:00,12
2019-06-19 05:33:00,1
2019-06-19 05:34:00,12
2019-06-19 05:39:00,14
2019-06-19 05:42:00,12
2019-06-19 05:43:00,1
2019-06-19 05:44:00,12
2019-06-19 05:49:00,14
2019-06-19 05:52:00,12
2019-06-19 05:53:00,1
2019-06-19 05:54:00,12
2019-06-19 05:59:00,12
2019-06-19 06:02:00,12
2019-06-19 06:03:00,1
2019-06-19 06:04:00,12
2019-06-19 06:09:00,13
2019-06-19 06:12:00,12
2019-06-19 06:13:00,1
2019-06-19 06:14:00,12
2019-06-19 06:19:00,13
2019-06-19 06:22:00,12
2019-06-19 06:23:00,1
2019-06-19 06:24:00,12
2019-06-19 06:29:00,11
2019-06-19 06:32:00,12
2019-06-19 06:33:00,1
2019-06-19 06:34:00,12
2019-06-19 06:39:00,12
2019-06-19 06:42:00,12
2019-06-19 06:43:00,1
2019-06-19 06:44:00,12
