45,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-06-19 00:00:00,1
2019-06-19 00:07:00,1
2019-06-19 00:31:00,1
2019-06-19 00:41:00,1
2019-06-19 00:48:00,1
2019-06-19 00:56:00,1
2019-06-19 01:10:00,1
2019-06-19 01:18:00,1
2019-06-19 01:33:00,1
2019-06-19 01:37:00,1
2019-06-19 13:23:00,1
2019-06-19 13:36:00,1
2019-06-19 13:43:00,1
2019-06-19 13:46:00,1
2019-06-19 13:51:00,1
2019-06-19 13:56:00,1
2019-06-19 14:02:00,1
2019-06-19 14:17:00,1
2019-06-19 14:24:00,1
2019-06-19 14:30:00,1
2019-06-19 18:23:00,1
2019-06-19 18:30:00,1
2019-06-19 18:48:00,1
2019-06-19 18:53:00,1
2019-06-19 19:05:00,1
2019-06-19 19:12:00,1
2019-06-19 19:48:00,2
2019-06-19 20:00:00,1
2019-06-19 20:08:00,1
2019-06-19 21:18:00,1
2019-06-19 21:25:00,1
2019-06-19 21:34:00,1
2019-06-19 21:41:00,1
2019-06-19 21:51:00,1
2019-06-19 22:05:00,1
2019-06-19 23:00:00,1
2019-06-19 23:07:00,1
2019-06-19 23:14:00,1
2019-06-19 23:21:00,1
2019-06-19 23:28:00,1
2019-06-19 23:36:00,1
2019-06-19 23:45:00,1
2019-06-19 23:50:00,1
2019-06-19 23:55:00,1
