29,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-06-19 00:16:00,1
2019-06-19 00:28:00,1
2019-06-19 00:30:00,2
2019-06-19 00:41:00,1
2019-06-19 00:43:00,1
2019-06-19 01:42:00,2
2019-06-19 04:15:00,2
2019-06-19 04:17:00,3
2019-06-19 13:00:00,1
2019-06-19 14:10:00,1
2019-06-19 14:15:00,1
2019-06-19 14:47:00,1
2019-06-19 15:59:00,1
2019-06-19 16:07:00,1
2019-06-19 16:15:00,1
2019-06-19 17:57:00,1
2019-06-19 18:04:00,1
2019-06-19 18:29:00,1
2019-06-19 20:03:00,1
2019-06-19 20:14:00,1
2019-06-19 20:15:00,2
2019-06-19 21:14:00,1
2019-06-19 21:44:00,1
