151,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-06-19 00:45:00,1
2019-06-19 01:45:00,1
2019-06-19 02:05:00,1
2019-06-19 02:29:00,3
2019-06-19 02:30:00,6
2019-06-19 02:46:00,1
2019-06-19 03:45:00,1
2019-06-19 04:45:00,1
2019-06-19 05:45:00,1
2019-06-19 06:45:00,1
2019-06-19 07:45:00,1
2019-06-19 08:45:00,1
2019-06-19 09:46:00,1
2019-06-19 09:52:00,1
2019-06-19 10:45:00,1
2019-06-19 10:46:00,8
2019-06-19 10:47:00,1
2019-06-19 11:05:00,3
2019-06-19 11:45:00,1
2019-06-19 11:56:00,7
2019-06-19 11:57:00,2
2019-06-19 12:04:00,9
2019-06-19 12:05:00,9
2019-06-19 12:41:00,2
2019-06-19 12:42:00,7
2019-06-19 12:45:00,1
2019-06-19 12:46:00,9
2019-06-19 13:20:00,9
2019-06-19 13:45:00,1
2019-06-19 14:45:00,1
2019-06-19 15:15:00,9
2019-06-19 15:45:00,1
2019-06-19 16:10:00,9
2019-06-19 16:45:00,1
2019-06-19 16:52:00,9
2019-06-19 17:45:00,1
2019-06-19 18:25:00,9
2019-06-19 18:26:00,9
2019-06-19 18:45:00,1
2019-06-19 19:45:00,1
2019-06-19 20:04:00,9
