96,"SELECT s.specObjID as spec_id, dbo.fGetUrlFitsSpectrum(s.specObjId) as spec_url FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND p.type=# AND s.snMedian>#"
2019-06-19 05:00:00,4
2019-06-19 05:01:00,2
2019-06-19 05:02:00,6
2019-06-19 05:04:00,6
2019-06-19 05:05:00,7
2019-06-19 05:06:00,8
2019-06-19 05:07:00,8
2019-06-19 05:08:00,7
2019-06-19 05:12:00,9
2019-06-19 05:13:00,9
2019-06-19 05:14:00,6
2019-06-19 05:19:00,3
2019-06-19 05:20:00,6
2019-06-19 05:21:00,6
2019-06-19 05:22:00,7
2019-06-19 05:23:00,2
