3,"SELECT TOP #          s.specObjID, s.mjd, s.plate, s.fiberID, s.ra, s.dec, s.z         FROM SpecObjAll s             INNER JOIN sppParams spp ON spp.specobjID = s.specObjID         WHERE specClass = # AND zConf > #         ORDER BY s.mjd, s.plate, s.fiberID"
2019-06-19 11:21:00,1
2019-06-19 11:58:00,1
2019-06-19 11:59:00,1
