13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-19 14:03:00,1
2019-06-19 14:07:00,1
2019-06-19 14:16:00,1
2019-06-19 14:20:00,1
2019-06-19 15:15:00,1
2019-06-19 15:21:00,1
2019-06-19 15:24:00,1
2019-06-19 15:27:00,1
2019-06-19 15:33:00,1
2019-06-19 15:37:00,1
2019-06-19 15:43:00,1
2019-06-19 15:47:00,1
2019-06-19 15:57:00,1
