44,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-06-19 05:47:00,1
2019-06-19 05:48:00,2
2019-06-19 06:17:00,1
2019-06-19 06:58:00,1
2019-06-19 07:57:00,1
2019-06-19 08:45:00,1
2019-06-19 09:25:00,1
2019-06-19 10:29:00,1
2019-06-19 13:01:00,7
2019-06-19 13:02:00,4
2019-06-19 13:05:00,3
2019-06-19 13:07:00,4
2019-06-19 14:49:00,1
2019-06-19 15:29:00,1
2019-06-19 15:37:00,1
2019-06-19 15:39:00,1
2019-06-19 17:01:00,1
2019-06-19 17:05:00,1
2019-06-19 17:24:00,1
2019-06-19 17:39:00,1
2019-06-19 19:10:00,1
2019-06-19 19:20:00,1
2019-06-19 20:56:00,2
2019-06-19 21:18:00,1
2019-06-19 21:19:00,2
2019-06-19 21:21:00,1
2019-06-19 21:23:00,1
