5,"SELECT TOP #          s.specObjID, s.mjd, s.plate, s.fiberID, s.ra, s.dec, s.z         FROM SpecObjAll s             INNER JOIN sppParams spp ON spp.specobjID = s.specObjID         WHERE specClass = # AND zConf > # AND s.plate = #           ORDER BY s.mjd, s.plate, s.fiberID"
2019-06-19 12:02:00,1
2019-06-19 12:03:00,1
2019-06-19 12:46:00,2
2019-06-19 12:51:00,1
