3747,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-15 15:07:00,12
2019-02-15 15:08:00,10
2019-02-15 15:09:00,10
2019-02-15 15:10:00,5
2019-02-15 15:11:00,10
2019-02-15 15:12:00,11
2019-02-15 15:13:00,11
2019-02-15 15:14:00,8
2019-02-15 15:15:00,8
2019-02-15 15:16:00,12
2019-02-15 15:17:00,12
2019-02-15 15:18:00,6
2019-02-15 15:19:00,9
2019-02-15 15:20:00,16
2019-02-15 15:21:00,10
2019-02-15 15:22:00,10
2019-02-15 15:23:00,11
2019-02-15 15:24:00,9
2019-02-15 15:25:00,12
2019-02-15 15:26:00,10
2019-02-15 15:27:00,5
2019-02-15 15:28:00,11
2019-02-15 15:29:00,9
2019-02-15 15:30:00,12
2019-02-15 15:31:00,6
2019-02-15 15:32:00,10
2019-02-15 15:33:00,15
2019-02-15 15:34:00,11
2019-02-15 15:35:00,7
2019-02-15 15:36:00,14
2019-02-15 15:37:00,6
2019-02-15 15:38:00,11
2019-02-15 15:39:00,15
2019-02-15 15:40:00,8
2019-02-15 15:41:00,10
2019-02-15 15:42:00,11
2019-02-15 15:43:00,12
2019-02-15 15:44:00,10
2019-02-15 15:45:00,11
2019-02-15 15:46:00,10
2019-02-15 15:47:00,12
2019-02-15 15:48:00,4
2019-02-15 15:49:00,14
2019-02-15 15:50:00,9
2019-02-15 15:51:00,10
2019-02-15 15:52:00,10
2019-02-15 15:53:00,7
2019-02-15 15:55:00,7
2019-02-15 15:56:00,10
2019-02-15 15:57:00,9
2019-02-15 15:58:00,13
2019-02-15 15:59:00,9
2019-02-15 16:00:00,11
2019-02-15 16:01:00,10
2019-02-15 16:02:00,8
2019-02-15 16:03:00,18
2019-02-15 16:04:00,6
2019-02-15 16:05:00,3
2019-02-15 16:06:00,8
2019-02-15 16:07:00,8
2019-02-15 16:08:00,14
2019-02-15 16:09:00,15
2019-02-15 16:10:00,4
2019-02-15 16:12:00,10
2019-02-15 16:13:00,6
2019-02-15 16:14:00,16
2019-02-15 16:15:00,9
2019-02-15 16:16:00,12
2019-02-15 16:17:00,11
2019-02-15 16:18:00,10
2019-02-15 16:19:00,5
2019-02-15 16:21:00,14
2019-02-15 16:22:00,13
2019-02-15 16:23:00,13
2019-02-15 16:24:00,1
2019-02-15 16:25:00,1
2019-02-15 16:27:00,5
2019-02-15 16:28:00,12
2019-02-15 16:29:00,14
2019-02-15 16:30:00,12
2019-02-15 16:31:00,9
2019-02-15 16:32:00,13
2019-02-15 16:33:00,6
2019-02-15 16:34:00,14
2019-02-15 16:35:00,7
2019-02-15 16:36:00,14
2019-02-15 16:37:00,10
2019-02-15 16:38:00,9
2019-02-15 16:39:00,11
2019-02-15 16:40:00,6
2019-02-15 16:41:00,10
2019-02-15 16:42:00,10
2019-02-15 16:43:00,9
2019-02-15 16:44:00,19
2019-02-15 16:45:00,10
2019-02-15 16:46:00,10
2019-02-15 16:47:00,11
2019-02-15 16:48:00,8
2019-02-15 16:49:00,14
2019-02-15 16:50:00,9
2019-02-15 16:51:00,12
2019-02-15 16:52:00,12
2019-02-15 16:53:00,13
2019-02-15 16:54:00,13
2019-02-15 16:55:00,11
2019-02-15 16:56:00,11
2019-02-15 16:57:00,6
2019-02-15 16:58:00,7
2019-02-15 16:59:00,12
2019-02-15 17:00:00,10
2019-02-15 17:01:00,5
2019-02-15 17:02:00,12
2019-02-15 17:03:00,6
2019-02-15 17:04:00,15
2019-02-15 17:05:00,13
2019-02-15 17:06:00,8
2019-02-15 17:07:00,15
2019-02-15 17:08:00,11
2019-02-15 17:09:00,12
2019-02-15 17:10:00,7
2019-02-15 17:11:00,11
2019-02-15 17:12:00,5
2019-02-15 17:13:00,17
2019-02-15 17:14:00,9
2019-02-15 17:15:00,11
2019-02-15 17:16:00,14
2019-02-15 17:17:00,12
2019-02-15 17:18:00,10
2019-02-15 17:19:00,12
2019-02-15 17:20:00,4
2019-02-15 17:21:00,10
2019-02-15 17:22:00,13
2019-02-15 17:23:00,14
2019-02-15 17:24:00,11
2019-02-15 17:25:00,10
2019-02-15 17:26:00,10
2019-02-15 17:27:00,12
2019-02-15 17:28:00,8
2019-02-15 17:29:00,10
2019-02-15 17:30:00,18
2019-02-15 17:31:00,9
2019-02-15 17:32:00,11
2019-02-15 17:33:00,14
2019-02-15 17:34:00,7
2019-02-15 17:35:00,13
2019-02-15 17:36:00,5
2019-02-15 17:37:00,11
2019-02-15 17:38:00,9
2019-02-15 17:39:00,7
2019-02-15 17:40:00,13
2019-02-15 17:41:00,11
2019-02-15 17:42:00,11
2019-02-15 17:43:00,11
2019-02-15 17:44:00,11
2019-02-15 17:45:00,17
2019-02-15 17:46:00,7
2019-02-15 17:47:00,12
2019-02-15 17:48:00,3
2019-02-15 17:50:00,9
2019-02-15 17:51:00,12
2019-02-15 17:52:00,6
2019-02-15 17:53:00,11
2019-02-15 17:54:00,17
2019-02-15 17:55:00,9
2019-02-15 17:56:00,14
2019-02-15 17:57:00,13
2019-02-15 17:58:00,6
2019-02-15 17:59:00,17
2019-02-15 18:00:00,7
2019-02-15 18:01:00,10
2019-02-15 18:02:00,16
2019-02-15 18:03:00,10
2019-02-15 18:04:00,11
2019-02-15 18:05:00,11
2019-02-15 18:06:00,2
2019-02-15 18:07:00,11
2019-02-15 18:08:00,10
2019-02-15 18:09:00,13
2019-02-15 18:10:00,12
2019-02-15 18:11:00,5
2019-02-15 18:12:00,17
2019-02-15 18:13:00,14
2019-02-15 18:14:00,7
2019-02-15 18:15:00,11
2019-02-15 18:16:00,15
2019-02-15 18:17:00,10
2019-02-15 18:18:00,8
2019-02-15 18:19:00,10
2019-02-15 18:20:00,12
2019-02-15 18:21:00,11
2019-02-15 18:22:00,7
2019-02-15 18:23:00,8
2019-02-15 18:24:00,16
2019-02-15 18:25:00,14
2019-02-15 18:26:00,9
2019-02-15 18:27:00,13
2019-02-15 18:28:00,13
2019-02-15 18:29:00,10
2019-02-15 18:30:00,11
2019-02-15 18:31:00,11
2019-02-15 18:32:00,11
2019-02-15 18:33:00,13
2019-02-15 18:34:00,20
2019-02-15 18:35:00,9
2019-02-15 18:36:00,13
2019-02-15 18:37:00,13
2019-02-15 18:38:00,11
2019-02-15 18:40:00,1
2019-02-15 18:41:00,14
2019-02-15 18:42:00,7
2019-02-15 18:43:00,13
2019-02-15 18:44:00,11
2019-02-15 18:45:00,7
2019-02-15 18:46:00,12
2019-02-15 18:47:00,10
2019-02-15 18:48:00,15
2019-02-15 18:49:00,10
2019-02-15 18:50:00,15
2019-02-15 18:51:00,12
2019-02-15 18:52:00,13
2019-02-15 18:53:00,8
2019-02-15 18:54:00,8
2019-02-15 18:55:00,11
2019-02-15 18:56:00,11
2019-02-15 18:57:00,10
2019-02-15 18:58:00,10
2019-02-15 18:59:00,12
2019-02-15 19:00:00,10
2019-02-15 19:01:00,13
2019-02-15 19:02:00,9
2019-02-15 19:03:00,12
2019-02-15 19:04:00,1
2019-02-15 19:05:00,10
2019-02-15 19:07:00,3
2019-02-15 19:08:00,7
2019-02-15 19:09:00,3
2019-02-15 19:10:00,1
2019-02-15 19:11:00,13
2019-02-15 19:12:00,11
2019-02-15 19:13:00,9
2019-02-15 19:14:00,7
2019-02-15 19:15:00,8
2019-02-15 19:16:00,12
2019-02-15 19:17:00,14
2019-02-15 19:18:00,11
2019-02-15 19:19:00,17
2019-02-15 19:20:00,10
2019-02-15 19:21:00,16
2019-02-15 19:22:00,8
2019-02-15 19:23:00,10
2019-02-15 19:25:00,5
2019-02-15 19:26:00,11
2019-02-15 19:27:00,12
2019-02-15 19:28:00,7
2019-02-15 19:29:00,13
2019-02-15 19:30:00,10
2019-02-15 19:31:00,8
2019-02-15 19:32:00,13
2019-02-15 19:33:00,9
2019-02-15 19:34:00,13
2019-02-15 19:35:00,13
2019-02-15 19:36:00,8
2019-02-15 19:37:00,14
2019-02-15 19:38:00,9
2019-02-15 19:39:00,6
2019-02-15 19:40:00,17
2019-02-15 19:41:00,12
2019-02-15 19:42:00,12
2019-02-15 19:43:00,10
2019-02-15 19:44:00,10
2019-02-15 19:45:00,17
2019-02-15 19:46:00,7
2019-02-15 19:47:00,10
2019-02-15 19:48:00,9
2019-02-15 19:49:00,12
2019-02-15 19:50:00,12
2019-02-15 19:51:00,13
2019-02-15 19:52:00,13
2019-02-15 19:53:00,10
2019-02-15 19:54:00,12
2019-02-15 19:55:00,12
2019-02-15 19:56:00,14
2019-02-15 19:57:00,13
2019-02-15 19:58:00,10
2019-02-15 19:59:00,14
2019-02-15 20:00:00,7
2019-02-15 20:01:00,12
2019-02-15 20:02:00,9
2019-02-15 20:03:00,11
2019-02-15 20:04:00,14
2019-02-15 20:05:00,11
2019-02-15 20:06:00,7
2019-02-15 20:07:00,15
2019-02-15 20:08:00,10
2019-02-15 20:09:00,14
2019-02-15 20:10:00,3
2019-02-15 20:11:00,4
