15,"select top #  z, ra, dec, bestObjID from  specObj where  class = &&&   and z > #  and zWarning = #"
2019-02-15 01:04:00,1
2019-02-15 01:05:00,5
2019-02-15 01:06:00,3
2019-02-15 01:31:00,1
2019-02-15 01:38:00,1
2019-02-15 01:39:00,1
2019-02-15 01:44:00,1
2019-02-15 01:46:00,1
2019-02-15 04:19:00,1
