33,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-02-15 00:05:00,1
2019-02-15 00:09:00,1
2019-02-15 00:41:00,1
2019-02-15 02:36:00,1
2019-02-15 03:21:00,1
2019-02-15 03:51:00,1
2019-02-15 06:12:00,1
2019-02-15 12:58:00,1
2019-02-15 13:30:00,1
2019-02-15 14:09:00,1
2019-02-15 15:06:00,1
2019-02-15 15:08:00,1
2019-02-15 15:16:00,1
2019-02-15 16:06:00,1
2019-02-15 17:03:00,1
2019-02-15 17:53:00,1
2019-02-15 17:54:00,1
2019-02-15 17:56:00,1
2019-02-15 18:49:00,1
2019-02-15 18:59:00,1
2019-02-15 19:00:00,3
2019-02-15 19:02:00,1
2019-02-15 19:06:00,1
2019-02-15 19:13:00,1
2019-02-15 19:14:00,1
2019-02-15 19:19:00,1
2019-02-15 20:54:00,1
2019-02-15 21:50:00,1
2019-02-15 23:05:00,1
2019-02-15 23:11:00,1
2019-02-15 23:21:00,1
