140,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-02-15 00:50:00,1
2019-02-15 00:57:00,1
2019-02-15 00:58:00,9
2019-02-15 07:59:00,1
2019-02-15 08:06:00,1
2019-02-15 08:28:00,1
2019-02-15 08:32:00,1
2019-02-15 08:57:00,1
2019-02-15 09:36:00,9
2019-02-15 09:41:00,9
2019-02-15 09:58:00,1
2019-02-15 10:37:00,1
2019-02-15 10:38:00,1
2019-02-15 10:41:00,1
2019-02-15 10:55:00,1
2019-02-15 10:57:00,1
2019-02-15 10:58:00,1
2019-02-15 10:59:00,1
2019-02-15 11:32:00,9
2019-02-15 11:33:00,9
2019-02-15 11:57:00,1
2019-02-15 12:56:00,9
2019-02-15 12:58:00,1
2019-02-15 13:23:00,9
2019-02-15 13:57:00,6
2019-02-15 13:58:00,4
2019-02-15 14:58:00,1
2019-02-15 15:15:00,1
2019-02-15 15:18:00,1
2019-02-15 15:21:00,1
2019-02-15 15:23:00,1
2019-02-15 15:24:00,1
2019-02-15 15:25:00,1
2019-02-15 15:26:00,1
2019-02-15 15:27:00,1
2019-02-15 15:28:00,1
2019-02-15 15:58:00,1
2019-02-15 16:12:00,9
2019-02-15 16:20:00,9
2019-02-15 16:40:00,9
2019-02-15 16:46:00,9
2019-02-15 16:58:00,1
2019-02-15 17:58:00,1
2019-02-15 18:58:00,1
