14,"SELECT up_id,  dbo.fGetNearestSpecObjIdEq( up_ra,up_dec,up_sep ) as SpecobjId   FROM #upload  WHERE  dbo.fGetNearestSpecObjIdEq( up_ra,up_dec,up_sep ) IS NOT NULL  SELECT TOP #   s.ra,s.dec,s.plate,s.mjd,s.fiberid  FROM ..SpecObj as s  JOIN #x AS x ON x.SpecobjID=s.SpecobjID  JOIN #upload AS u ON u.up_id = x.up_id   WHERE  s.zWarning = #   ORDER BY x.up_id"
2019-03-18 22:29:00,1
2019-03-18 22:33:00,1
2019-03-18 22:35:00,1
2019-03-18 22:57:00,1
2019-03-18 23:08:00,1
2019-03-18 23:09:00,1
2019-03-18 23:11:00,1
2019-03-18 23:18:00,2
2019-03-18 23:49:00,1
2019-03-18 23:53:00,1
2019-03-18 23:55:00,1
2019-03-18 23:56:00,1
2019-03-18 23:58:00,1
