196,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-03-18 04:47:00,3
2019-03-18 05:47:00,5
2019-03-18 06:47:00,5
2019-03-18 06:51:00,1
2019-03-18 07:05:00,1
2019-03-18 07:10:00,1
2019-03-18 07:22:00,2
2019-03-18 07:47:00,3
2019-03-18 08:46:00,4
2019-03-18 09:02:00,1
2019-03-18 09:50:00,3
2019-03-18 09:51:00,15
2019-03-18 09:52:00,4
2019-03-18 10:47:00,1
2019-03-18 10:48:00,9
2019-03-18 10:49:00,4
2019-03-18 10:50:00,1
2019-03-18 10:53:00,1
2019-03-18 10:55:00,1
2019-03-18 10:56:00,2
2019-03-18 10:59:00,1
2019-03-18 11:01:00,1
2019-03-18 11:03:00,1
2019-03-18 11:04:00,1
2019-03-18 11:28:00,1
2019-03-18 11:31:00,1
2019-03-18 11:49:00,1
2019-03-18 11:50:00,6
2019-03-18 11:51:00,10
2019-03-18 12:14:00,1
2019-03-18 12:48:00,1
2019-03-18 12:49:00,12
2019-03-18 12:50:00,2
2019-03-18 13:00:00,3
2019-03-18 13:06:00,2
2019-03-18 13:07:00,1
2019-03-18 13:10:00,1
2019-03-18 13:23:00,3
2019-03-18 13:24:00,1
2019-03-18 13:25:00,1
2019-03-18 13:26:00,1
2019-03-18 13:27:00,2
2019-03-18 13:28:00,1
2019-03-18 13:29:00,1
2019-03-18 13:39:00,1
2019-03-18 13:42:00,4
2019-03-18 13:43:00,2
2019-03-18 13:47:00,2
2019-03-18 13:48:00,5
2019-03-18 13:49:00,2
2019-03-18 13:53:00,2
2019-03-18 13:54:00,1
2019-03-18 14:04:00,1
2019-03-18 14:05:00,2
2019-03-18 14:06:00,3
2019-03-18 14:09:00,2
2019-03-18 14:10:00,1
2019-03-18 14:11:00,3
2019-03-18 14:14:00,4
2019-03-18 14:15:00,1
2019-03-18 14:16:00,2
2019-03-18 14:18:00,3
2019-03-18 14:20:00,1
2019-03-18 14:21:00,1
2019-03-18 14:22:00,1
2019-03-18 14:23:00,2
2019-03-18 14:24:00,3
2019-03-18 14:26:00,5
2019-03-18 14:27:00,2
2019-03-18 15:09:00,1
2019-03-18 19:01:00,1
2019-03-18 19:09:00,2
2019-03-18 19:11:00,2
2019-03-18 19:13:00,1
2019-03-18 19:18:00,1
2019-03-18 19:43:00,1
2019-03-18 19:51:00,1
2019-03-18 20:00:00,1
2019-03-18 20:02:00,1
2019-03-18 20:04:00,1
2019-03-18 20:07:00,1
2019-03-18 20:46:00,1
2019-03-18 20:50:00,1
2019-03-18 20:51:00,1
