31,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-03-18 00:04:00,1
2019-03-18 04:12:00,1
2019-03-18 04:14:00,1
2019-03-18 04:38:00,4
2019-03-18 12:05:00,1
2019-03-18 16:43:00,2
2019-03-18 16:44:00,1
2019-03-18 16:45:00,1
2019-03-18 16:46:00,2
2019-03-18 16:47:00,1
2019-03-18 16:48:00,1
2019-03-18 16:49:00,1
2019-03-18 16:54:00,11
2019-03-18 18:39:00,1
2019-03-18 23:26:00,2
