2561,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-03-18 06:19:00,3
2019-03-18 06:20:00,23
2019-03-18 06:21:00,20
2019-03-18 06:22:00,16
2019-03-18 06:23:00,15
2019-03-18 06:24:00,18
2019-03-18 06:25:00,21
2019-03-18 06:26:00,21
2019-03-18 06:27:00,20
2019-03-18 06:28:00,18
2019-03-18 06:29:00,17
2019-03-18 06:30:00,20
2019-03-18 06:31:00,20
2019-03-18 06:32:00,18
2019-03-18 06:33:00,16
2019-03-18 06:34:00,19
2019-03-18 06:35:00,15
2019-03-18 06:36:00,18
2019-03-18 06:37:00,18
2019-03-18 06:38:00,15
2019-03-18 06:39:00,16
2019-03-18 06:40:00,17
2019-03-18 06:41:00,19
2019-03-18 06:42:00,20
2019-03-18 06:43:00,19
2019-03-18 06:44:00,30
2019-03-18 06:45:00,21
2019-03-18 06:46:00,23
2019-03-18 06:47:00,23
2019-03-18 06:48:00,21
2019-03-18 06:49:00,6
2019-03-18 06:54:00,16
2019-03-18 06:55:00,25
2019-03-18 06:56:00,18
2019-03-18 06:57:00,13
2019-03-18 06:58:00,14
2019-03-18 06:59:00,17
2019-03-18 07:00:00,21
2019-03-18 07:01:00,18
2019-03-18 07:02:00,27
2019-03-18 07:03:00,23
2019-03-18 07:04:00,20
2019-03-18 07:05:00,22
2019-03-18 07:06:00,20
2019-03-18 07:07:00,20
2019-03-18 07:08:00,18
2019-03-18 07:09:00,15
2019-03-18 07:10:00,19
2019-03-18 07:11:00,17
2019-03-18 07:12:00,18
2019-03-18 07:13:00,18
2019-03-18 07:14:00,16
2019-03-18 07:15:00,17
2019-03-18 07:16:00,16
2019-03-18 07:17:00,16
2019-03-18 07:18:00,18
2019-03-18 07:19:00,20
2019-03-18 07:20:00,18
2019-03-18 07:21:00,20
2019-03-18 07:22:00,17
2019-03-18 07:23:00,19
2019-03-18 07:24:00,25
2019-03-18 07:25:00,20
2019-03-18 07:26:00,22
2019-03-18 07:27:00,18
2019-03-18 07:28:00,16
2019-03-18 07:29:00,15
2019-03-18 07:30:00,20
2019-03-18 07:31:00,18
2019-03-18 07:32:00,5
2019-03-18 07:34:00,17
2019-03-18 07:35:00,21
2019-03-18 07:36:00,21
2019-03-18 07:37:00,27
2019-03-18 07:38:00,37
2019-03-18 07:39:00,42
2019-03-18 07:40:00,80
2019-03-18 07:41:00,13
2019-03-18 08:17:00,11
2019-03-18 08:18:00,37
2019-03-18 08:19:00,40
2019-03-18 08:20:00,31
2019-03-18 08:21:00,27
2019-03-18 08:22:00,18
2019-03-18 08:23:00,21
2019-03-18 08:24:00,23
2019-03-18 08:25:00,20
2019-03-18 08:26:00,23
2019-03-18 08:27:00,25
2019-03-18 08:28:00,20
2019-03-18 08:29:00,17
2019-03-18 08:30:00,23
2019-03-18 08:31:00,25
2019-03-18 08:32:00,22
2019-03-18 08:33:00,14
2019-03-18 08:35:00,1
2019-03-18 08:36:00,27
2019-03-18 08:37:00,20
2019-03-18 08:38:00,24
2019-03-18 08:39:00,24
2019-03-18 08:40:00,26
2019-03-18 08:41:00,19
2019-03-18 08:42:00,26
2019-03-18 08:43:00,18
2019-03-18 08:44:00,25
2019-03-18 08:45:00,21
2019-03-18 08:46:00,26
2019-03-18 08:47:00,24
2019-03-18 08:48:00,21
2019-03-18 08:49:00,22
2019-03-18 09:25:00,2
2019-03-18 09:26:00,20
2019-03-18 09:27:00,25
2019-03-18 09:28:00,21
2019-03-18 09:29:00,3
2019-03-18 10:05:00,14
2019-03-18 10:06:00,23
2019-03-18 10:07:00,16
2019-03-18 10:08:00,18
2019-03-18 10:09:00,21
2019-03-18 10:10:00,21
2019-03-18 10:11:00,20
2019-03-18 10:12:00,3
2019-03-18 16:02:00,7
2019-03-18 16:03:00,25
2019-03-18 16:04:00,23
2019-03-18 16:05:00,20
2019-03-18 16:06:00,19
