2,"SELECT TOP # s.targetObjID, &&& as filter FROM BESTDR2..SpecObj as s, dbo.fGetNearbyObjEq(#,#,#) as b,  BESTDR2..PhotoObj as p WHERE b.objID = p.objID AND ( p.type = # OR p.type = #) AND s.bestObjID = p.objID"
2019-03-18 23:45:00,1
2019-03-18 23:46:00,1
