44,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-03-18 05:41:00,1
2019-03-18 07:23:00,1
2019-03-18 08:21:00,1
2019-03-18 08:38:00,3
2019-03-18 08:39:00,3
2019-03-18 08:40:00,4
2019-03-18 08:56:00,3
2019-03-18 10:34:00,4
2019-03-18 12:12:00,2
2019-03-18 12:13:00,3
2019-03-18 12:14:00,1
2019-03-18 12:34:00,1
2019-03-18 12:35:00,1
2019-03-18 14:52:00,2
2019-03-18 14:53:00,3
2019-03-18 14:54:00,1
2019-03-18 15:28:00,1
2019-03-18 15:29:00,1
2019-03-18 17:02:00,1
2019-03-18 17:24:00,1
2019-03-18 17:25:00,3
2019-03-18 20:40:00,1
2019-03-18 20:41:00,2
