898,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-03-18 11:55:00,1
2019-03-18 11:56:00,3
2019-03-18 11:57:00,1
2019-03-18 12:01:00,10
2019-03-18 12:04:00,1
2019-03-18 12:08:00,8
2019-03-18 12:11:00,2
2019-03-18 12:16:00,10
2019-03-18 12:17:00,1
2019-03-18 12:19:00,3
2019-03-18 12:25:00,3
2019-03-18 12:27:00,2
2019-03-18 12:28:00,1
2019-03-18 12:29:00,1
2019-03-18 12:30:00,1
2019-03-18 12:31:00,1
2019-03-18 12:32:00,1
2019-03-18 12:33:00,1
2019-03-18 12:34:00,2
2019-03-18 12:35:00,1
2019-03-18 12:36:00,1
2019-03-18 12:40:00,10
2019-03-18 12:42:00,2
2019-03-18 12:43:00,1
2019-03-18 12:44:00,2
2019-03-18 12:45:00,2
2019-03-18 12:46:00,1
2019-03-18 12:48:00,4
2019-03-18 12:49:00,1
2019-03-18 13:00:00,10
2019-03-18 13:03:00,1
2019-03-18 13:04:00,2
2019-03-18 13:05:00,2
2019-03-18 13:13:00,5
2019-03-18 13:14:00,4
2019-03-18 13:15:00,1
2019-03-18 13:19:00,10
2019-03-18 13:24:00,3
2019-03-18 13:28:00,3
2019-03-18 13:29:00,2
2019-03-18 13:30:00,1
2019-03-18 13:32:00,3
2019-03-18 13:35:00,3
2019-03-18 13:36:00,7
2019-03-18 13:38:00,3
2019-03-18 13:47:00,10
2019-03-18 13:49:00,1
2019-03-18 13:50:00,1
2019-03-18 13:54:00,5
2019-03-18 13:55:00,4
2019-03-18 13:57:00,1
2019-03-18 13:58:00,2
2019-03-18 13:59:00,3
2019-03-18 14:00:00,1
2019-03-18 14:01:00,1
2019-03-18 14:02:00,2
2019-03-18 14:07:00,2
2019-03-18 14:08:00,2
2019-03-18 14:09:00,1
2019-03-18 14:10:00,3
2019-03-18 14:11:00,1
2019-03-18 14:12:00,2
2019-03-18 14:13:00,1
2019-03-18 14:16:00,8
2019-03-18 14:18:00,1
2019-03-18 14:20:00,3
2019-03-18 14:21:00,1
2019-03-18 14:25:00,10
2019-03-18 14:27:00,1
2019-03-18 14:31:00,6
2019-03-18 14:33:00,3
2019-03-18 14:35:00,2
2019-03-18 14:39:00,10
2019-03-18 14:44:00,2
2019-03-18 14:47:00,2
2019-03-18 14:51:00,10
2019-03-18 14:53:00,1
2019-03-18 14:57:00,1
2019-03-18 15:00:00,1
2019-03-18 15:02:00,2
2019-03-18 15:03:00,1
2019-03-18 15:04:00,2
2019-03-18 15:05:00,2
