13,"SELECT Top # specObjID, bestObjID, z  FROM SpecObj  WHERE class = &&& AND zWarning = # AND z BETWEEN # AND #"
2019-03-18 11:31:00,1
2019-03-18 11:48:00,1
2019-03-18 11:49:00,1
2019-03-18 11:50:00,2
2019-03-18 11:51:00,3
2019-03-18 11:52:00,3
2019-03-18 11:53:00,2
