16,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-03-18 01:21:00,1
2019-03-18 01:23:00,1
2019-03-18 03:35:00,1
2019-03-18 03:45:00,1
2019-03-18 10:16:00,2
2019-03-18 10:34:00,1
2019-03-18 14:48:00,1
2019-03-18 14:49:00,1
2019-03-18 17:13:00,1
2019-03-18 17:14:00,1
2019-03-18 17:15:00,1
2019-03-18 17:30:00,1
2019-03-18 17:48:00,1
2019-03-18 20:01:00,1
2019-03-18 20:20:00,1
