47,select * from sppLines where specObjId=#
2019-03-29 00:47:00,1
2019-03-29 00:50:00,1
2019-03-29 01:53:00,1
2019-03-29 03:58:00,1
2019-03-29 04:48:00,1
2019-03-29 05:22:00,1
2019-03-29 06:10:00,1
2019-03-29 07:11:00,1
2019-03-29 07:42:00,2
2019-03-29 08:25:00,1
2019-03-29 09:55:00,1
2019-03-29 10:16:00,1
2019-03-29 12:37:00,1
2019-03-29 15:51:00,1
2019-03-29 16:42:00,1
2019-03-29 18:13:00,1
2019-03-29 18:14:00,6
2019-03-29 19:41:00,1
2019-03-29 19:55:00,21
2019-03-29 21:49:00,1
2019-03-29 21:58:00,1
