144,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-03-29 07:33:00,2
2019-03-29 07:34:00,2
2019-03-29 07:35:00,2
2019-03-29 07:37:00,2
2019-03-29 08:02:00,2
2019-03-29 08:03:00,2
2019-03-29 08:04:00,2
2019-03-29 08:06:00,2
2019-03-29 08:25:00,2
2019-03-29 08:26:00,2
2019-03-29 08:27:00,2
2019-03-29 08:29:00,2
2019-03-29 08:56:00,2
2019-03-29 08:57:00,2
2019-03-29 08:58:00,2
2019-03-29 09:00:00,2
2019-03-29 09:21:00,1
2019-03-29 09:22:00,1
2019-03-29 09:23:00,1
2019-03-29 09:25:00,1
2019-03-29 10:00:00,2
2019-03-29 10:01:00,2
2019-03-29 10:02:00,2
2019-03-29 10:04:00,2
2019-03-29 10:24:00,1
2019-03-29 10:25:00,1
2019-03-29 10:26:00,1
2019-03-29 10:27:00,1
2019-03-29 10:29:00,1
2019-03-29 10:53:00,2
2019-03-29 10:54:00,2
2019-03-29 10:55:00,2
2019-03-29 10:57:00,2
2019-03-29 11:17:00,1
2019-03-29 11:18:00,1
2019-03-29 11:19:00,2
2019-03-29 11:21:00,1
2019-03-29 11:49:00,2
2019-03-29 11:50:00,1
2019-03-29 11:51:00,1
2019-03-29 11:52:00,2
2019-03-29 11:54:00,2
2019-03-29 12:14:00,1
2019-03-29 12:15:00,2
2019-03-29 12:16:00,1
2019-03-29 12:18:00,1
2019-03-29 12:39:00,2
2019-03-29 12:41:00,2
2019-03-29 12:42:00,2
2019-03-29 12:44:00,2
2019-03-29 13:15:00,2
2019-03-29 13:16:00,2
2019-03-29 13:17:00,2
2019-03-29 13:18:00,2
2019-03-29 13:29:00,4
2019-03-29 13:30:00,4
2019-03-29 13:36:00,2
2019-03-29 13:37:00,2
2019-03-29 13:38:00,1
2019-03-29 13:39:00,2
2019-03-29 13:49:00,1
2019-03-29 13:50:00,1
2019-03-29 13:51:00,2
2019-03-29 13:52:00,1
2019-03-29 14:03:00,1
2019-03-29 14:04:00,2
2019-03-29 14:05:00,2
2019-03-29 14:15:00,2
2019-03-29 14:16:00,6
2019-03-29 14:21:00,1
2019-03-29 14:22:00,1
2019-03-29 14:23:00,1
2019-03-29 14:24:00,1
2019-03-29 14:33:00,2
2019-03-29 14:34:00,4
2019-03-29 14:35:00,2
2019-03-29 14:51:00,2
2019-03-29 14:52:00,2
2019-03-29 14:54:00,2
2019-03-29 14:56:00,2
