674,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-03-29 01:10:00,18
2019-03-29 01:37:00,18
2019-03-29 03:11:00,42
2019-03-29 03:26:00,10
2019-03-29 03:27:00,6
2019-03-29 04:50:00,4
2019-03-29 04:51:00,1
2019-03-29 04:52:00,3
2019-03-29 04:53:00,8
2019-03-29 04:54:00,3
2019-03-29 04:55:00,10
2019-03-29 04:56:00,10
2019-03-29 04:57:00,13
2019-03-29 04:58:00,11
2019-03-29 04:59:00,11
2019-03-29 08:39:00,42
2019-03-29 09:24:00,42
2019-03-29 10:38:00,42
2019-03-29 10:42:00,42
2019-03-29 12:38:00,42
2019-03-29 15:16:00,42
2019-03-29 15:20:00,42
2019-03-29 17:19:00,42
2019-03-29 17:22:00,42
2019-03-29 18:32:00,42
2019-03-29 18:39:00,2
2019-03-29 21:10:00,42
2019-03-29 22:28:00,4
2019-03-29 22:29:00,7
2019-03-29 22:30:00,5
2019-03-29 22:31:00,7
2019-03-29 22:32:00,5
2019-03-29 22:33:00,6
2019-03-29 22:34:00,8
